Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,abstract
21094893,Yes," Paco S Herson,",Gender and the injured brain.,Progress in brain research,2010,Review,Human,na,"Ischemic brain injury is increasingly recognized as progressing through non-identical mechanisms in the male vs female brain. It is increasingly accepted that women are protected from cerebrovascular disease relative to men even beyond their menopausal years, and that young boys have higher stroke rates than do girls. The biological basis for this sexual dimorphism in epidemiology of ischemic brain injury, and less clearly in its outcome, is only partially known. However, both hormone-dependent and hormone-independent factors are likely involved, the latter of which is emphasized in this chapter. Understanding the molecular and cell-based mechanisms underlying sex differences in ischemic brain injury is an important step toward designing more effective therapeutic interventions and molecular targets in stroke."
20948199,No," Kaare Haurvig Palnum,",Medical prophylaxis following hospitalization for ischemic stroke: age- and sex-related differences and relation to mortality.,"Cerebrovascular diseases (Basel, Switzerland)",2010,Management,Human,28634,"The extent and implications of age- and sex-related differences in prophylaxis following ischemic stroke are unknown. We examined differences in the use of medical prophylaxis across age and sex groups in stroke patients after hospital discharge in Denmark and estimated the possible impact on age- and sex-related differences in mortality.A nationwide population-based follow-up study was conducted involving 28,634 patients hospitalized for ischemic stroke in 2003-2006 who survived 30 days after discharge. The proportion of patients who filled prescriptions for cardiovascular drugs within 0-6 and 12-18 months after discharge was determined. Mortality rates were compared across age and sex groups with and without controlling for use of medical prophylaxis.Increasing age was associated with lower prophylaxis. Adjusted odds ratios for the use of a combination of a platelet inhibitor, an antihypertensive and a statin were 0.45 [95% confidence interval (CI): 0.38-0.54] and 0.52 (95% CI: 0.43-0.62) for men and women >80 years, respectively, compared with men â‰_65 years. No systematic sex-related differences were identified. Continued drug use ranged from 66.1 to 91.9% for different drugs 12-18 months after discharge, with the lowest rate of continued use found among patients >80 years. Controlling for use of medical prophylaxis was associated with lower mortality rate ratios for elderly compared with younger patients.Continuous efforts are warranted to ensure implementation of evidence-based secondary prophylaxis among elderly patients with ischemic stroke."
19960959,No," Wen-Chuin Hsu,",The association of stroke and family history of stroke depends on its subtypes and gender: a family history study in Taiwan.,Acta neurologica Taiwanica,2009 Sep,Epidemiology,Human,4997,"Family history is a risk factor for stroke. The objective of this study was to investigate whether stroke subtypes and gender might have a familial contribution to stroke.Detailed family history analysis was used to investigate the parents or siblings of the probands and controls who were classified into 3 groups: probands, outpatient controls, and spouse controls. The lifetime risk (LTR) of stroke was estimated using a Cox proportional hazard model.The 684 probands and controls yielded 1066 parents and 3247 siblings. Compared to the parents and siblings of the controls, those of the stroke patients had a significantly higher LTR. The findings were consistent between probands with cerebral infarction (CI) or cerebral hemorrhage (CH), independent of diabetes, hypertension, and smoking. With regard to gender, family history of stroke was significant for both parents and siblings of the CH or CI patients, but not for the fathers of CI patients and sisters of CH patients. The family history of stroke was associated with an increased risk of stroke of all subtypes, except cardioembolism.This study supported the familial contribution to stroke in the case of both CI and CH but not cardioembolism, independent of the established risk factors for stroke. Gender differences in familial clustering of stroke subtypes were also revealed. These results warrant further molecular genetic studies."
19627385,No," Asa Andersson,",Elderly peoples' experience of nursing care after a stroke: from a gender perspective.,Journal of advanced nursing,2009 Oct,Management,Human,10,"This paper is a report of a study conducted to explore, from a gender perspective, older people's experiences of nursing care after a stroke.Little attention has been given to gender differences in nursing care. The majority of people who have a stroke are older. Improving knowledge of the gender perspectives of older men and women regarding nursing care after stroke is crucial.This was a qualitative study based on interviews with five women and five men between 66 and 75 years of age, who had received nursing care at a ward for stroke rehabilitation. The data were collected in 2006. Qualitative content analysis of the interviews was carried out.A main theme and five categories, all common to both men and women, were identified. The main theme, to promote recovery of the body, encompassed the categories. There were, however, gender differences in how the nursing care received was experienced. The ways patients experienced nursing care seemed to be linked with their lives as women and men before they had the stroke. Their perceptions are linked with their lives as women and men before they had their stroke. Both men and women will reclaim former abilities but what they perceive to be the goals of nursing care and rehabilitation may differ.Nurses need to increase their awareness and knowledge concerning the similarities and gender differences in the experiences and needs of older people, both men and women."
19996226,Yes," Brittany Poynter,",Sex differences in the prevalence of post-stroke depression: a systematic review.,Psychosomatics,2009 Nov-Dec,Review,Human,75131,"Depression after stroke occurs in 33% of individuals. It is grossly underdiagnosed and untreated.The authors studied sex differences in the prevalence of post-stroke depression (PSD), which have not been adequately studied, and may have important implications for clinicians.The authors performed a systematic review of five databases of all observational studies that stratified data by sex, measuring the prevalence of PSD.Fifty-six publications, including 47 primary studies between 1982 and 2006, met eligibility criteria and were included in the review. A total of 75,131 subjects comprised these studies, with 11,910 women and 62,899 men.The prevalence of depression among women was higher in 35 studies. Moreover, the prevalence was generally higher among inpatient populations (both in acute-care and rehabilitation facilities) than in community-dwelling subjects.PSD is highly prevalent in both sexes, but appears to be slightly more common among women than men. Untreated depression after stroke can lead to a reduced quality of life, poorer prognosis, and increased mortality. All stroke patients should be routinely screened for depression, and further research is needed to determine whether there are sex-specific differences in response to treatment."
19647928,No," D R Jovanovi?,",Do women benefit more from systemic thrombolysis in acute ischemic stroke? A Serbian experience with thrombolysis in ischemic stroke (SETIS) study.,Clinical neurology and neurosurgery,2009 Nov,Outcomes,Human,156,"The female sex is associated with increased stroke severity and relatively poor functional recovery. Several studies have demonstrated that women with stroke benefit more from intravenous thrombolysis compared with men, while others found the nullification of gender effect among women treated with recombinant tissue plasminogen activator (rtPA). The purpose of our study was to determine any gender differences in the efficacy and safety of systemic thrombolysis among patients with acute ischemic stroke in Serbia.Data were from the Serbian experience with intravenous thrombolysis in ischemic stroke (SETIS) study, a prospective, ongoing, multicenter, open, and observational study in Serbia of all patients who have received rtPA for acute ischemic stroke. We analyzed sex differences in the baseline characteristics, functional outcome and treatment complications.Among 60 women and 96 men with stroke and treated with intravenous thrombolysis, we found that at day 90, no significant sex differences in excellent functional outcome (50.9% of women vs. 57.0% of men, p=0.5), favorable functional outcome (61.4% of women vs. 68.8% of men, p=0.38) or death (8.8% of women vs. 12.9% of men, p=0.60). These results were constant even after adjustments for age, severity of basal neurological deficit and onset to treatment time.There were no sex differences in functional outcome at 90 days after the stroke among patients treated with IV rtPA. This finding might confirm that thrombolytic therapy nullifies usual sex differences in stroke outcome and suggests that women with stroke may benefit more from rtPA treatment."
19265047,No," Fudong Liu,",Sex differences in caspase activation after stroke.,"Stroke, a journal of cerebral circulation",2009 May,Pathophysiology,Mouse,na,"Over the past 5 years, experimental data have emerged that ischemia-induced cell death pathways may differ in males and females. Cell death in males is triggered by poly(ADP-ribose) polymerase activation and nuclear translocation of apoptosis-inducing factor. We have previously shown that interference with this pathway benefits males but not females after an experimental stroke. In contrast, caspase activation may be the major pathway activated after ischemic injury in females. The aim of this study is to examine whether sex differences exist in caspase activation in adult mice after stroke and to determine if interference with stroke-induced caspase activation preferentially protects females.Focal stroke was induced by reversible middle cerebral artery occlusion (90 minutes) in young and aging C57BL/6 mice of both sexes. The pan-caspase inhibitor, quinoline-Val-Asp(Ome)-CH2-O-phenoxy was administered at reperfusion. Histological outcomes were assessed 48 hours after middle cerebral artery occlusion. Separate cohorts were used for protein analysis of key cell death proteins, including caspase-3, caspase-8, cytochrome C, and apoptosis-inducing factor.Drug-treated female mice had significantly decreased infarct volumes and improved neurological deficits after stroke compared to vehicle-treated mice. Quinoline-Val-Asp(Ome)-CH2-O-phenoxy administration had no effect in male mice. The expression of cytochrome C and nuclear caspase-8 levels were increased in females after stroke.Female mice had an early release of cytochrome C and enhanced caspase activation after middle cerebral artery occlusion. Caspase inhibition benefited females but not males. Sex differences exist in both the response to ischemic injury and the efficacy of neuroprotective agents."
19228855,Yes," Mathew Reeves,",Sex differences in the use of intravenous rt-PA thrombolysis treatment for acute ischemic stroke: a meta-analysis.,"Stroke, a journal of cerebral circulation",2009 May,Review,Human,na,"Some studies report that women are less likely to receive IV rt-PA treatment for stroke than men. We undertook a meta-analysis to determine whether a sex disparity existed.We identified studies that reported sex-specific IV rt-PA treatment rates for acute stroke. Eligible studies included acute stroke admissions from single or multiple hospitals, registries, or administrative databases. Random effects odds ratios (OR) and 95% confidence intervals (CI) were generated to quantify sex differences (females versus males) among all ischemic stroke admissions and among the eligible subgroup who arrived within 3 hours without contraindications. Study design and geographic location were explored as sources of heterogeneity.Eighteen studies were included. Study designs included single hospitals (n=5), multiple hospitals (n=6), registries (n=4), and administrative databases (n=3). The summary OR was 0.70 (95% CI=0.55 to 0.88) indicating that women had a 30% lower odds of receiving rt-PA treatment than men. However, substantial between-study variability existed. Among 13 hospital-based studies, the summary OR was 0.78 (95% CI=0.71 to 0.86) with no significant heterogeneity. Among the 3 administrative studies, the OR was 0.55 (95% CI=0.34 to 0.90) but with significant heterogeneity. Among 4 studies that included data on the eligible subgroup, women had a nonsignificant lower odds of treatment (OR=0.81, 95% CI=0.58 to 1.13).Despite the presence of significant between-study variation, women with acute stroke were consistently less likely to receive thrombolysis treatment compared with men. Further studies to explore the origins of this sex disparity are warranted."
19268668,No," Mike Yuan,",Sex differences in the response to activation of the poly (ADP-ribose) polymerase pathway after experimental stroke.,Experimental neurology,2009 May,Pathophysiology,Mouse,na,"It is increasingly recognized that histological and functional outcomes after stroke are shaped by biologic sex. Emerging data suggests that ischemic cell death pathways are sexually dimorphic (Hurn, P., Vannucci, S., Hagberg, H. (2005) Adult or perinatal brain injury: does sex matter?. Stroke 36, 193-195 ; Lang, J.T., McCullough, L.D. (2008) Pathways to ischemic neuronal cell death: are sex differences relevant?. J. Transl. Med. 6). Reducing neuronal nitric oxide (NO) or poly-ADP-ribose polymerase (PARP1) activation protects only the male brain (Hagberg, H., et al. PARP-1 gene disruption in mice preferentially protects males from perinatal brain injury. J. Neurochem. 90, 1068-1075 (2004)), and paradoxically enhances ischemic injury in females (McCullough, L.D., et al. Ischemic nitric oxide and poly (ADP-ribose) polymerase-1 in cerebral ischemia: male toxicity, female protection. J. Cereb. Blood Flow Metab. 25, 502-512 (2005)). In this study, we examined downstream mediators of NO/PARP activation to investigate possible mediators of ischemic sexual dimorphism. Nuclear translocation of Apoptosis Inducing Factor (AIF) was equivalent in wild type males and females after stroke and was unaffected by estrogen exposure. Deletion of PARP1 led to a dramatic reduction in stroke-induced poly (ADP-ribose) polymerase (PAR) formation and AIF translocation in both sexes, yet ischemic damage was reduced only in males. Subsequent examination of AIF-deficient Harlequin mice demonstrated that male Harlequin mice had less PAR formation, reduced AIF translocation and less ischemic damage than male wild type mice. In contrast, female Harlequin mice had no neuroprotective effect of gene deletion despite robust reductions in PAR formation and AIF translocation. Although equivalent activation of this cell death pathway occurs in both sexes after ischemia, detrimental effects are only present in males. AIF translocation and PAR formation do not mediate ischemic injury in the female brain, therefore agents designed to reduce PARP1 activation are unlikely to benefit females."
19405861,No," Hua-Fen Chen,",Sex differences in the incidence of hemorrhagic and ischemic stroke among diabetics in Taiwan.,Journal of women's health (2002),2009 May,Epidemiology,Human,1001116,"Diabetes mellitus is an important risk factor for stroke, but whether there is differential gender-specific risk has not been fully elucidated. We aimed to explore the impact of gender on incidence and relative risks of hemorrhagic and ischemic stroke among the diabetic population in Taiwan.In this study, 500,868 diabetic patients and 500,248 age matched and-sex-matched nondiabetic individuals were linked to inpatient claims (1997-2002) to identify hospitalizations for nontraumatic hemorrhagic and ischemic stroke. Incidence density was calculated with the Poisson assumption, and Kaplan-Meier analysis was used to assess the cumulative incidence over a 6-year follow-up period. We also evaluated the relative hazards of stroke in relation to diabetes with the Cox proportional hazard model, adjusted with demographics and geographic regions.The incidence of hemorrhagic stroke in diabetic women was less than that in diabetic men except in those aged > or =85, but the difference between male and female diabetic patients was less pronounced with ischemic stroke. The hazard ratios (HRs) of hemorrhagic and ischemic stroke among diabetic women were increased by a magnitude of 1.2 and 1.32, respectively, which were significantly higher than those of diabetic men. Further age-stratified analysis indicated that young and middle-aged diabetic women tended to have higher HRs and that diabetic women aged <35 suffered from particularly high HRs (HR 7.69, 95% confidence interval [CI] 1.81-32.75 for hemorrhagic stroke, and HR = 8.46, 95% CI 4.28-16.75 for ischemic stroke).There was a significant gender-diabetes interactive effect on the incidence of hemorrhagic and ischemic stroke. Additionally, young Taiwanese diabetic patients were most vulnerable to an increased relative risk of hemorrhagic and ischemic stroke. Comprehensive diabetic care with stroke prevention measures should be emphasized in young diabetic people in order to prevent premature disability."
19265044,No," Joseph S Ross,",Use of stroke secondary prevention services: are there disparities in care?,"Stroke, a journal of cerebral circulation",2009 May,Management,Human,11862,"The purpose of this study was to examine whether there are disparities in use of stroke secondary prevention services because disparities in stroke outcomes have been found among older adults, women, racial minorities, and within Stroke Belt states.Using the nationally-representative 2005 Behavior Risk Factor Surveillance System, we examined self-reported use of 11 stroke secondary prevention services queried in the survey. We used multivariable logistic regression to examine the association between service use and age, sex, race, and Stroke Belt state residence, controlling for other socio-demographic and health care access characteristics.Among 11 862 adults with a history of stroke, 16% were 80 or older, 54% were women, 13% were non-Hispanic black, and 23% lived within a Stroke Belt state. Overall service use varied: 31% reported poststroke outpatient rehabilitation, 57% regular exercise, 66% smoking cessation counseling, and 91% current use of antihypertensive medications. Age 80 or older was not associated with lower use of any of the 11 services. Women were less likely to report poststroke outpatient rehabilitation and regular exercise when compared with men (probability values <or=0.005); there were no sex-based differences in use of the 9 other services. Blacks were less likely to report pneumococcal vaccination when compared with whites, but were more likely to report poststroke outpatient rehabilitation (probability values <or=0.005); there were no race-based differences in use of the 9 other services. Stroke Belt state residence was not associated with lower use of any of the 11 services.Use of many stroke secondary prevention services was suboptimal. We did not find consistent age, sex, racial, or Stroke Belt state residence disparities in care."
19404548,No," Daniela Poli,",Gender differences in stroke risk of atrial fibrillation patients on oral anticoagulant treatment.,Thrombosis and haemostasis,2009 May,Management,Human,780,"The efficacy of adjusted-dose oral anticoagulant treatment (OAT) in the prevention of stroke in atrial fibrillation (AF) is well documented. Available data show that AF patients are widely heterogeneous in terms of ischaemic stroke risk. The role of female gender as a predictor of stroke risk is inconsistent, in particular it is unclear if warfarin treatment is able to prevent stroke equally in both sexes. We performed a prospective study on 780 AF patients on OAT, followed by an Anticoagulation Clinic, to evaluate if female gender is a risk factor for stroke among patients on OAT and if the quality of anticoagulation is different between genders. No difference was found in relation to the quality of anticoagulation between genders (p=0.5). During follow-up 33 patients had major bleedings (rate 1.37 x 100 pt/yrs) but no difference was found between genders in bleeding risk. Forty patients had ischaemic events [rate 1.66 x 100 pt/yrs; males rate 1.2 x 100 pt/yrs; females rate 2.43 x 100 pt/yrs; p=0.042; relative risk (RR) of females vs. males 2.0 (95% confidence interval [CI] 1.3-3.1); p= 0.004]. The higher rate of ischaemic events in females with respect to males was confirmed at Cox regression analysis after correction for age (p=0.009). In addition, strokes occurring in females were more disabling, and RR for severe and fatal stroke, defined according to Modified Rankin scale, of females vs. males was 3.1 (95% CI 1.3-6.5; p=0.001). In conclusion, our data show a higher risk of stroke in anticoagulated AF females with respect to males, despite a similar quality of anticoagulation."
19430267,Yes," Dara G Jamieson,",Gender considerations in stroke management.,The neurologist,2009 May,Review,Human,na,"Stroke is a major cause of morbidity and mortality in the general population and especially in older women.The incidence of stroke differs between men and women of a range of ages, with a higher lifetime risk for women than men. Pregnancy and the postpartum period are times of increased risk of stroke. Use of exogenous estrogen, especially in vulnerable populations, increases stroke risk. Women and men have different responses to primary and secondary stroke prevention. Women may not be offered acute ischemic stroke treatment as frequently as men; and female stroke survivors have worse outcomes.Gender-related differences in stroke are attributed to the hormonal changes that women experience through their lifetime, diverse risk factors for stroke in men and women, and specific lifestyles, and comorbid conditions. Neurologists need to be aware of aspects of stroke that are particularly relevant to women."
19164792,No," Wojciech Turaj,",Gender-related differences in diagnostic evaluation and outcome of ischemic stroke in Poland.,"Stroke, a journal of cerebral circulation",2009 Mar,Clinical,Human,1488,"We compared the diagnostic evaluation and outcome of ischemic stroke between men and women in large cohort of Polish patients.Our study included 1488 consecutive patients (755 women and 733 men) with ischemic stroke, treated in a single stroke unit between January 2002 and August 2007. We analyzed demographic factors, major risk factors for stroke, severity of neurological deficit on admission, diagnostic work-up performed during the hospital stay, and outcome on discharge.Women were older than men (70.9+/-13.7 vs 66.2+/-12.7 years; P<0.001) and had greater neurological deficit on admission (median NIHSS score: 7 [3-13] vs 5 [3-10]; P<0.001). They were also less likely to obtain good recovery on discharge (39.2% vs 49.9%; P<0.001). Carotid ultrasound and echocardiography were performed more often in men (77.2% vs 68.7% and 52.4% vs 46.5%, respectively; P<0.05). Lesser neurological deficit on admission, younger age, and lack of history of myocardial infarction or previous stroke, but not gender, were independent predictors of full diagnostic work-up.Gender does not influence the adequate diagnostic evaluation of ischemic stroke as an independent factor."
19252778,No," E Cuadrado-Godia,",Sex differences in the prognostic value of the lipid profile after the first ischemic stroke.,Journal of neurology,2009 Jun,Outcomes,Human,591,"Post-stroke levels of total cholesterol (TC) appear to be negatively associated with stroke mortality. Statin pretreatment might affect this association. Sex differences in the prognostic value of the lipid profile have not yet been studied. We have evaluated the impact of TC, high- and low-density lipoprotein (HDL and LDL, respectively), and triglyceride (TG) levels on the 3-month outcome after a first ischemic stroke (IS) according to sex and previous statin use. The study group consisted of a hospital-based cohort of consecutive patients with a diagnosis of first IS. Poor outcome was defined as a modified Rankin Scale (mRS) score >or=3 at 90 days. The odds ration (OR) for poor prognosis was analyzed for each sex using logistic regression models adjusted for vascular risk factors and statin pretreatment. A total of 591 patients were included in the analysis (318 men). The predictors of a 90-day poor outcome were age and initial NIH Stroke Scale (NIHSS) score in women, and age, initial NIHSS, smoking, atrial fibrillation, and thrombolytic treatment in men. In women, none of the lipids studied affected the 90-day prognosis. Men falling in the last quintile of TC [OR: 0.68 95% confidence interval (95% CI) 0.52-0.88; p = 0.004] and LDL (OR 0.74, 95% CI 0.56-0.98; p = 0.04) have better outcome than men in the first quintile. Adjusting for statin pretreatment did not change the results. The results indicated that an association between poststroke lipids and prognosis may vary by sex. In women, lipids were not associated with the outcome; in men, lower TC and LDL were associated with worse prognosis. These differences can not be explained by statin use and require further research."
19228857,No," Judith H Lichtman,","Elderly women have lower rates of stroke, cardiovascular events, and mortality after hospitalization for transient ischemic attack.","Stroke, a journal of cerebral circulation",2009 Jun,Epidemiology,Human,122063,"Patients with transient ischemic attack (TIA) are at increased risk for stroke, cardiovascular events, and death, yet little is known about whether these risks differ for men and women. We determined whether there are sex-based differences in these outcomes 30 days and 1 year after TIA using a national sample of elderly patients.Rates of 30-day and 1-year hospitalization for TIA (International Classification of Diseases, 9th Revision Code 435), stroke (International Classification of Diseases, 9th Revision Codes 433, 434, and 436), coronary artery disease (International Classification of Diseases, 9th Revision Codes 410 to 414), all-cause readmission, and mortality were determined for fee-for-service Medicare patients >or=65 years of age discharged with a TIA in 2002. Cox proportional hazards models and random-effects logistic models compared outcomes with risk adjustment for demographics, medical history, comorbidities, and prior hospitalizations.The study included 122063 TIA hospitalizations (mean age, 79.0+/-7.6 years; 62% women; 86% white). Men were younger but had higher rates of cardiac comorbidities than women. Women had lower unadjusted rates of stroke, coronary artery disease, and mortality at 30 days and 1 year after TIA admission. These relationships persisted in risk-adjusted analyses at 30 days for stroke (hazard ratio, 0.70; 95% CI, 0.64 to 0.77), coronary artery disease (hazard ratio, 0.86; 0.74 to 1.00), and mortality (odds ratio, 0.74; 0.68 to 0.82) as well as at 1 year for stroke (hazard ratio, 0.85; 0.81 to 0.89), coronary artery disease (hazard ratio, 0.81; 0.77 to 0.86), and mortality (odds ratio, 0.78; 0.75 to 0.81).These data suggest that women have a better prognosis than men within the first year after hospital discharge for a TIA. Additional research is needed to identify factors that may explain these sex-related differences in outcomes."
19228858,No," Lynda D Lisabeth,",Acute stroke symptoms: comparing women and men.,"Stroke, a journal of cerebral circulation",2009 Jun,Clinical,Human,461,"In a recent meta-analysis, women with stroke had 30% lower odds of receiving tissue plasminogen activator than did men, and some studies have reported greater in-hospital delays in women with stroke. Causes of these disparities are unclear but could result from a different symptom presentation in women. Our objective was to prospectively investigate gender differences in acute stroke symptoms.Ischemic stroke/TIA cases presenting to the University of Michigan Hospital (January 2005 to December 2007) were identified. Stroke/TIA symptoms, ascertained by patient interview, were classified as traditional or nontraditional (pain, mental status change, lightheadedness, headache, other neurological, nonneurological). Prevalence of any nontraditional symptom and of each symptom were calculated by gender. Logistic regression was used to compare nontraditional symptoms by gender adjusted for stroke vs TIA, proxy use, age, and discharge disposition (home vs other).Included were 461 cases (48.6% women; median age, 67). Among women, 51.8% reported >or=1 nontraditional stroke/TIA symptom compared to 43.9% of men (P=0.09). The most prevalent nontraditional symptom was mental status change (women, 23.2%; men, 15.2%; P=0.03). The odds of reporting at least 1 nontraditional stroke/TIA symptom were 1.42 times (95% CI, 0.97-2.06) greater in women than in men.A high prevalence of nontraditional symptoms among both genders was found, with women more likely to report nontraditional symptoms and, in particular, altered mental status, compared with men. Larger-scale studies focusing on stroke in women are warranted and could confirm gender differences in symptoms in a larger, more representative stroke population and address the clinical consequences."
19372440,Yes," Elena Meseguer,",Outcomes of intravenous recombinant tissue plasminogen activator therapy according to gender: a clinical registry study and systematic review.,"Stroke, a journal of cerebral circulation",2009 Jun,Review,Human,>9914,"The natural history of stroke is worse in women than in men. Controversial data have been published on the efficacy of thrombolysis with recombinant tissue plasminogen activator (rtPA) according to gender. We evaluated gender differences in the efficacy and safety outcomes of intravenous rtPA using a clinical registry and systematic review.Since January 2002, we collected baseline characteristics and efficacy and safety outcomes for patients who received intravenous rtPA in our center. We performed a systematic PubMed literature search for previous observational studies that examined gender effects on outcomes after intravenous rtPA treatment.No gender difference in good outcome at 3 months (adjusted OR for women, 1.41; 95% CI, 0.76 to 2.60) and in 90-day mortality (adjusted OR, 1.38; 95% CI, 0.59 to 3.19) was found in our registry. We identified 16 studies that evaluated the gender effect among intravenous rtPA-treated patients. None of these studies supported a gender difference in favorable outcome, and one suggested an increased risk of mortality in men. In unadjusted partial meta-analysis in 4074 women and 5840 men including our registry data, we found a trend toward a lower risk of symptomatic intracranial hemorrhage in women (crude OR, 0.87; 95% CI, 0.68 to 1.10).These results suggest no gender difference in outcome among patients treated with intravenous rtPA."
19461021,No," Alex Fâˆ_âˆ‚rster,","Gender differences in acute ischemic stroke: etiology, stroke patterns and response to thrombolysis.","Stroke, a journal of cerebral circulation",2009 Jul,Epidemiology,Human,237,"Differences between women and men in relation to stroke are increasingly being recognized.From July 2004 until June 2007, 237 acute ischemic stroke (AIS) patients were treated with recombinant tissue plasminogen activator (rtPA) within 3 hours after onset of symptoms in our stroke unit. Baseline characteristics, etiology, CT/MRI stroke patterns, clinical outcome, and complications of women were compared to those of men.Of 237 AIS patients (mean age 70.7 years), 111 (46.8%) were women and 126 (53.2%) were men. Women were older (P=0.001), but history of hyperlipidemia (P=0.03), smoking (P=0.03), and coronary heart disease (P<0.001) was less frequent than in men. Internal carotid artery disease occurred more often in men (P=0.02), whereas atrial fibrillation was observed more often in women (P=0.002). In men borderzone/small embolic and lacunar stroke was found more frequently (39.7 versus 27.2%), whereas women showed a higher percentage of large territorial stroke (72.8 versus 60.3%, P=0.09). Baseline National Institute of Health Stroke Scale scores (12.5 versus 11.3), NIHSS score at discharge (11.0 versus 9.5), 3-month-outcome modified Rankin Scale score, thrombolysis-related (17.1% versus 13.5%) or independent complications (32.4% versus 30.2%), and mortality after 3 months (13.5% versus 9.5%) were similar.Differences of stroke lesion patterns in genders are paralleled by differences in etiology and risk factor profiles (women, cardioembolism; men, large and small vessel disease). Baseline characteristics, rates of rtPA-related and independent complications, as well as clinical outcomes were not different between women and men with AIS."
19403054,Yes," S Sacco,",Gender and stroke: acute phase treatment and prevention.,Functional neurology,2009 Jan-Mar,Review,Human,na,"Stroke is the third most common cause of death in women and a major cause of disability. Many aspects of stroke are similar in men and women, including clinical presentation, main risk factors, and distribution of the main subtypes. There are, however, some gender differences and specificities in stroke including some aspects related to treatment. Women are less likely to receive thrombolysis than men; however, in treated cases, the efficacy of intravenous thrombolysis is higher in women than in men. Hormone replacement therapy has been suggested as a possible strategy to reduce the occurrence of stroke in postmenopausal women but several clinical trials failed to show any benefit in stroke and cardiovascular disease prevention. Also in stroke prevention with antiplatelets there emerge some important gender differences: in primary prevention of stroke, aspirin was effective in women but not in men while in secondary prevention no gender differences were found with any of the available antiplatelet agents."
19105694,No," Mykola Khalangot, Vitaliy Guryanov",Gender risk of nonfatal stroke in type 2 diabetic patients differs depending on the type of treatment.,Journal of women's health (2002),2009 Jan-Feb,Pathophysiology,Human,90187,"The gender differences in stroke risk among diabetic patients with different treatments have not been studied previously. We aim to determine if there is a gender difference in nonfatal stroke risk in diabetic patients receiving different types of glucose-lowering treatments.In December 2005, data of type 2 diabetic patients were extracted from a nationwide population-based diabetes registry covering 11 Ukrainian regions. Male/female odds ratios (OR) for nonfatal stroke were calculated in three treatment groups: diet only 7,273/15,901, oral glucose-lowering drugs 15,109/33,913, and insulin 5,529/12,462 male/female. Male/female ORs of stroke were estimated using a logistic regression model.The age-adjusted ORs of stroke were higher among diabetic men compared with diabetic women with oral glucose-lowering drug treatment (OR 1.37, 95% CI 1.22-1.54) and diet treatment only (OR 1.53, 95% CI 1.35-1.73). No differences were found among patients who used insulin (OR 0.97, 95% CI 0.84-1.11). Further adjustment for duration of type 2 diabetes, body mass index (BMI), systolic blood pressure, total cholesterol, and smoking affected the results only slightly.The gender risks of nonfatal stroke in patients with type 2 diabetes appear to differ considerably depending on treatment types."
18787197,No," Meredith R Golomb,Collective=International Pediatric Stroke Study Group",Male predominance in childhood ischemic stroke: findings from the international pediatric stroke study.,"Stroke, a journal of cerebral circulation",2009 Jan,Epidemiology,Human,1187,"Previous studies suggested a male predominance in childhood ischemic stroke, mirroring gender differences in adults but were limited by small sample sizes or unconfirmed diagnoses. We sought to study gender within a large international series of confirmed cases of pediatric ischemic stroke.From January 2003 to July 2007, the International Pediatric Stroke Study enrolled children (0 up to 19 years) with arterial ischemic stroke or cerebral sinovenous thrombosis at 30 centers in 10 countries. Neonates were those <29 days of age. We calculated the ""expected"" gender ratio for our study as the weighted average of population-based childhood gender ratios in enrolling countries weighted by the number of subjects enrolled in each country. chi(2) tests were used to compare the observed gender ratios in our series with this expected ratio (51.7%).Among 1187 children with confirmed ischemic stroke, 710 were boys (60%, P<0.0001). Male predominance persisted after stratification by age (61% for neonates, P=0.011; 59% for later childhood, P=0.002) and stroke subtype (58% for arterial ischemic stroke, P=0.004; 65% for cerebral sinovenous thrombosis, P=0.002). The greatest proportion of males occurred among children with arterial ischemic stroke and a history of trauma (75%, P=0.008), although boys were also overrepresented among those with arterial ischemic stroke and no trauma (57%; P=0.07). There were no gender differences in case fatality or deficits at discharge.Childhood ischemic stroke appears to be more common in boys regardless of age, stroke subtype, or history of trauma. Further exploration of this gender difference could shed light on stroke mechanisms in both children and adults."
