Nr,Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients
280,11424180,No," Y W Cheng,",Gender difference in DNA adduct levels among nonsmoking lung cancer patients.,Environmental and molecular mutagenesis,2001,Pathophysiology,Human,82
281,11253230,No, K G Manton,"Gender differences in the cross-sectional and cohort age dependence of cause-specific mortality: the United States, 1962 to 1995.",The journal of gender-specific medicine : JGSM : the official journal of the Partnership for Women's Health at Columbia,2000 May-Jun,Epidemiology,Human,na
282,11253230,No," K G Manton,","Gender differences in the cross-sectional and cohort age dependence of cause-specific mortality: the United States, 1962 to 1995.",The journal of gender-specific medicine : JGSM : the official journal of the Partnership for Women's Health at Columbia,2000 May-Jun,Epidemiology,Human,n.a.
283,10720736,Yes," A Haugen,",Gene-environment interactions in human lung cancer.,Toxicology letters,2000 Mar 15,Review,Human,n.a.
284,10763089,Yes, L T Tanoue,Cigarette smoking and women's respiratory health.,Clinics in chest medicine,2000 Mar,Review,Human,na
285,10763089,Yes," L T Tanoue,",Cigarette smoking and women's respiratory health.,Clinics in chest medicine,2000 Mar,Review,Human,n.a.
286,10654523,No," M K Ferguson, E E Vokes",Sex-associated differences in survival of patients undergoing resection for lung cancer.,The Annals of thoracic surgery,2000 Jan,Outcomes,Human,451
287,10612756,No," M de Perrot, A Spiliopoulos","Sex differences in presentation, management, and prognosis of patients with non-small cell lung carcinoma.",The Journal of thoracic and cardiovascular surgery,2000 Jan,Management,Human,1037
288,10638994,No," M Kreuzer, L Simonato",Gender differences in lung cancer risk by smoking: a multicentre case-control study in Germany and Italy.,British journal of cancer,2000 Jan,Epidemiology,Human,9792
289,10638994,No," M Kreuzer,",Gender differences in lung cancer risk by smoking: a multicentre case-control study in Germany and Italy.,British journal of cancer,2000 Jan,Clinical,Human,9792
290,10612756,No," M de Perrot,","Sex differences in presentation, management, and prognosis of patients with non-small cell lung carcinoma.",The Journal of thoracic and cardiovascular surgery,2000 Jan,Clinical,Human,1037
291,10654523,No," M K Ferguson,",Sex-associated differences in survival of patients undergoing resection for lung cancer.,The Annals of thoracic surgery,2000 Jan,Outcomes,Human,451
292,10673533,No," P Hopwood, R J Stephens",Depression in patients with lung cancer: prevalence and risk factors derived from quality-of-life data.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2000 Feb,Outcomes,Human,987
293,10673533,No," P Hopwood,",Depression in patients with lung cancer: prevalence and risk factors derived from quality-of-life data.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2000 Feb,Clinical,Human,987
294,11115446,No," H Minami, N Tsubota",Lung cancer in women: sex-associated differences in survival of patients undergoing resection for lung cancer.,Chest,2000 Dec,Outcomes,Human,1242
295,11137199,No," C M Dresler, M L Clapper",Gender differences in genetic susceptibility for lung cancer.,"Lung cancer (Amsterdam, Netherlands)",2000 Dec,Pathophysiology,Human,343
296,11137199,No," C M Dresler,",Gender differences in genetic susceptibility for lung cancer.,"Lung cancer (Amsterdam, Netherlands)",2000 Dec,Pathophysiology,Human,343
297,11115446,No," H Minami,",Lung cancer in women: sex-associated differences in survival of patients undergoing resection for lung cancer.,Chest,2000 Dec,Outcomes,Human,337
298,10582680,No," J E Tseng, L Mao",Gender differences in p53 mutational status in small cell lung cancer.,Cancer research,1999 Nov 15,Pathophysiology,Human,65
299,10582680,No," J E Tseng,",Gender differences in p53 mutational status in small cell lung cancer.,Cancer research,1999 Nov 15,Pathophysiology,Human,65
300,10847673,No," L A Nordlund,",Are male and female smokers at equal risk of smoking-related cancer: evidence from a Swedish prospective study.,Scandinavian journal of public health,1999 Mar,Epidemiology,Human,56000
301,10416585,No," S Mollerup, A Haugen",Sex differences in lung CYP1A1 expression and DNA adduct levels among lung cancer patients.,Cancer research,1999 Jul 15,Pathophysiology,Human,29
302,10416585,No," S Mollerup,",Sex differences in lung CYP1A1 expression and DNA adduct levels among lung cancer patients.,Cancer research,1999 Jul 15,Pathophysiology,Human,n.a.
303,10361598,No," L Settimi,",Cancer risk among female agricultural workers: a multi-center case-control study.,American journal of industrial medicine,1999 Jul,Epidemiology,Human,945
304,10218506,No," S Lam, A F Gazdar",Sex-related differences in bronchial epithelial changes associated with tobacco smoking.,Journal of the National Cancer Institute,1999 Apr 21,Epidemiology,Human,401
305,10218506,No," S Lam,",Sex-related differences in bronchial epithelial changes associated with tobacco smoking.,Journal of the National Cancer Institute,1999 Apr 21,Clinical,Human,401
306,9563690,No," E Prescott, J Vestbo",Mortality in women and men in relation to smoking.,International journal of epidemiology,1998 Feb,Epidemiology,Human,30917
307,9563690,No," E Prescott,",Mortality in women and men in relation to smoking.,International journal of epidemiology,1998 Feb,Epidemiology,Human,30917
308,9831542,No," W L Beeson, S F Knutsen",Long-term concentrations of ambient air pollutants and incident lung cancer in California adults: results from the AHSMOG study.Adventist Health Study on Smog.,Environmental health perspectives,1998 Dec,Epidemiology,Human,6338
309,9831542,No," W L Beeson,",Long-term concentrations of ambient air pollutants and incident lung cancer in California adults: results from the AHSMOG study.Adventist Health Study on Smog.,Environmental health perspectives,1998 Dec,Epidemiology,Human,6338
310,9765613,No," W Ye,","Mortality and cancer incidence in Misasa, Japan, a spa area with elevated radon levels.",Japanese journal of cancer research : Gann,1998 Aug,Epidemiology,Human,4331
311,9554526,No," S O Vargas,",Estrogen-receptor-related protein p29 in primary nonsmall cell lung carcinoma: pathologic and prognostic correlations.,Cancer,1998 Apr 15,Pathophysiology,Human,111
312,9485483,No," T Pless-Mulloli,","Lung cancer, proximity to industry, and poverty in northeast England.",Environmental health perspectives,1998 Apr,Epidemiology,Human,14962
313,9356195,No," G M Marsh,","A case-control study of lung cancer mortality in six Gila Basin, Arizona smelter towns.",Environmental research,1997 Oct,Epidemiology,Human,549
314,9152470,No," G Gatta,",Variations in the survival of adult cancer patients in Italy.,Tumori,1997 Jan-Feb,Epidemiology,Human,90431
315,9616281,No," M E Kurtz,","Loss of physical functioning among geriatric cancer patients: relationships to cancer site, treatment, comorbidity and age.","European journal of cancer (Oxford, England : 1990)",1997 Dec,Clinical,Human,590
316,9427982,No," P C Pillow, M R Spitz",Case-control assessment of diet and lung cancer risk in African Americans and Mexican Americans.,Nutrition and cancer,1997,Epidemiology,Human,324
317,8982527,No, J P Leigh,"Occupations, cigarette smoking, and lung cancer in the epidemiological follow-up to the NHANES I and the California Occupational Mortality Study.",Bulletin of the New York Academy of Medicine,1996 Season=Winter,Epidemiology,Human,na
318,8982527,No," J P Leigh,","Occupations, cigarette smoking, and lung cancer in the epidemiological follow-up to the NHANES I and the California Occupational Mortality Study.",Bulletin of the New York Academy of Medicine,1996 Season=Winter,Epidemiology,Human,n.a.
319,8895489,No," E H Kure, A Haugen",p53 mutations in lung tumours: relationship to gender and lung DNA adduct levels.,Carcinogenesis,1996 Oct,Pathophysiology,Human,115
320,8895489,No," E H Kure,",p53 mutations in lung tumours: relationship to gender and lung DNA adduct levels.,Carcinogenesis,1996 Oct,Pathophysiology,Human,115
321,8936576,No," F Pelletier,",A cohort approach to tobacco use and mortality: the case of Quebec.,Preventive medicine,1996 Nov-Dec,Outcomes,Human,n.a.
322,8918405,No," M R Palomares, R T Chlebowski",Gender influence on weight-loss pattern and survival of nonsmall cell lung carcinoma patients.,Cancer,1996 Nov 15,Outcomes,Human,368
323,8918405,No," M R Palomares,",Gender influence on weight-loss pattern and survival of nonsmall cell lung carcinoma patients.,Cancer,1996 Nov 15,Outcomes,Human,152
324,8731001,No," T R Holford, L A McKay",A model for the effect of cigarette smoking on lung cancer incidence in Connecticut.,Statistics in medicine,1996 Mar 30,Epidemiology,Human,na
325,8731001,No," T R Holford,",A model for the effect of cigarette smoking on lung cancer incidence in Connecticut.,Statistics in medicine,1996 Mar 30,Epidemiology,Human,n.a.
326,8850220,Yes," R T Chlebowski, M Grosvenor",Recent implications of weight loss in lung cancer management.,"Nutrition (Burbank, Los Angeles County, Calif.)",1996 Jan,Review,Human,na
327,8850220,Yes," R T Chlebowski,",Recent implications of weight loss in lung cancer management.,"Nutrition (Burbank, Los Angeles County, Calif.)",1996 Jan,Review,Human,n.a.
328,8632492,No," E A Zang, E L Wynder",Differences in lung cancer risk between men and women: examination of the evidence.,Journal of the National Cancer Institute,1996 Feb 21,Epidemiology,Human,3959
329,8632492,No," E A Zang,",Differences in lung cancer risk between men and women: examination of the evidence.,Journal of the National Cancer Institute,1996 Feb 21,Clinical,Human,3959
330,8724218,Yes, V L Ernster,Female lung cancer.,Annual review of public health,1996,Review,Human,na
331,8724218,Yes," V L Ernster,",Female lung cancer.,Annual review of public health,1996,Review,Human,n.a.
332,7767998,No," D G GuineeJr, H Tazelaar","Gender comparisons in human lung cancer: analysis of p53 mutations, anti-p53 serum antibodies and C-erbB-2 expression.",Carcinogenesis,1995 May,Epidemiology,Human,107
333,7767998,No," D G GuineeJr,","Gender comparisons in human lung cancer: analysis of p53 mutations, anti-p53 serum antibodies and C-erbB-2 expression.",Carcinogenesis,1995 May,Pathophysiology,Human,107
334,7776684,No," B Passlick, K Pantel",Immunohistochemical detection of P53 protein is not associated with a poor prognosis in non-small-cell lung cancer.,The Journal of thoracic and cardiovascular surgery,1995 Jun,Pathophysiology,Human,73
335,7773120,No," A Steptoe, A M Zotti",Tobacco smoking in young adults from 21 European countries: association with attitudes and risk awareness.,"Addiction (Abingdon, England)",1995 Apr,Epidemiology,Human,16483
336,7773120,No," A Steptoe,",Tobacco smoking in young adults from 21 European countries: association with attitudes and risk awareness.,"Addiction (Abingdon, England)",1995 Apr,Clinical,Human,16483
337,7953084,No," J ReissigovÃ¡,",[Statistical modelling of lung cancer mortality in the Czech Republic 1960-1989].,"Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii CeskÃ© lÃ©karskÃ© spolecnosti J.E. Purkyne",1994 Sep,Epidemiology,Human,n.a.
338,8202315,No," M Furukawa, K Ooishi",Statistical analysis of malignant tumors detected as the cause of vocal cord paralysis.,"ORL, journal for oto-rhino-laryngology and its related specialties",1994 May-Jun,Clinical,Human,69
339,8202315,No," M Furukawa,",Statistical analysis of malignant tumors detected as the cause of vocal cord paralysis.,"ORL, journal for oto-rhino-laryngology and its related specialties",1994 May-Jun,Clinical,Human,69
340,7517250,No," F Levi,","Worldwide patterns of cancer mortality, 1985-89.",European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP),1994 Mar,Epidemiology,Human,n.a.
341,8166467,No," D M Parkin, R Sankaranarayanan","Overview on small cell lung cancer in the world: industrialized countries, Third World, eastern Europe.",Anticancer research,1994 Jan-Feb,Epidemiology,Human,na
342,8171879,Yes," E Lang,","[Women live longer--biological, medical and sociologic causes].",Zeitschrift fÃ¼r Gerontologie,1994 Jan-Feb,Review,Human,n.a.
343,8166467,No," D M Parkin,","Overview on small cell lung cancer in the world: industrialized countries, Third World, eastern Europe.",Anticancer research,1994 Jan-Feb,Epidemiology,Human,n.a.
344,8318643,No," J F Dorgan, G L Shaw","Race and sex differences in associations of vegetables, fruits, and carotenoids with lung cancer risk in New Jersey (United States).",Cancer causes & control : CCC,1993 May,Epidemiology,Human,3189
345,8318643,No," J F Dorgan,","Race and sex differences in associations of vegetables, fruits, and carotenoids with lung cancer risk in New Jersey (United States).",Cancer causes & control : CCC,1993 May,Clinical,Human,3189
346,8434270,No, I Waldron,Recent trends in sex mortality ratios for adults in developed countries.,Social science & medicine (1982),1993 Feb,Outcomes,Human,na
347,8434270,Yes," I Waldron,",Recent trends in sex mortality ratios for adults in developed countries.,Social science & medicine (1982),1993 Feb,Review,Human,n.a.
348,8225730,No," R E Harris, E L Wynder",Race and sex differences in lung cancer risk associated with cigarette smoking.,International journal of epidemiology,1993 Aug,Epidemiology,Human,na
349,8225730,No," R E Harris,",Race and sex differences in lung cancer risk associated with cigarette smoking.,International journal of epidemiology,1993 Aug,Epidemiology,Human,n.a.
350,8386708,No," K E Osann, T Taylor",Sex differences in lung-cancer risk associated with cigarette smoking.,International journal of cancer. Journal international du cancer,1993 Apr 22,Epidemiology,Human,5493
351,8386708,No," K E Osann,",Sex differences in lung-cancer risk associated with cigarette smoking.,International journal of cancer. Journal international du cancer,1993 Apr 22,Epidemiology,Human,1986
352,1503163,No," L S Covey, E L Wynder",Cigarette smoking and occupational status: 1977 to 1990.,American journal of public health,1992 Sep,Epidemiology,Human,8045
353,1448361,Yes," L Dumas,","Lung cancer in women. Rising epidemic, preventable disease.",The Nursing clinics of North America,1992 Dec,Review,Human,n.a.
354,1764560,No," T Skov,","Cancer of the lung and urinary bladder in Denmark, 1943-87: a cohort analysis.",Cancer causes & control : CCC,1991 Nov,Epidemiology,Human,n.a.
355,2037858,No," H H McDuffie, J A Dosman","Men, women and primary lung cancer--a Saskatchewan personal interview study.",Journal of clinical epidemiology,1991,Epidemiology,Human,376
356,2037858,No," H H McDuffie,","Men, women and primary lung cancer--a Saskatchewan personal interview study.",Journal of clinical epidemiology,1991,Clinical,Human,376
357,2208018,No," A P Polednak,",Cancer mortality in a higher-income black population in New York State. Comparison with rates in the United States as a whole.,Cancer,1990 Oct 1,Epidemiology,Human,n.a.
358,2166143,No," M K Ferguson, H M Golomb",Sex-associated differences in presentation and survival in patients with lung cancer.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,1990 Aug,Epidemiology,Human,772
359,2166143,No," M K Ferguson,",Sex-associated differences in presentation and survival in patients with lung cancer.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,1990 Aug,Clinical,Human,772
360,2258274,Yes," E T Fontham,",Protective dietary factors and lung cancer.,International journal of epidemiology,1990,Review,Human,n.a.
361,2554828,No," T Mitsudomi, K Sugimachi",Longer survival after resection of non-small cell lung cancer in Japanese women.,The Annals of thoracic surgery,1989 Nov,Outcomes,Human,492
362,2554828,No," T Mitsudomi,",Longer survival after resection of non-small cell lung cancer in Japanese women.,The Annals of thoracic surgery,1989 Nov,Outcomes,Human,492
363,2832636,No," T Sobue, I Fujimoto","Relationship between cigarette smoking and histologic type of lung cancer, with special reference to sex difference.",Japanese journal of clinical oncology,1988 Mar,Epidemiology,Human,2083
364,2832636,No," T Sobue,","Relationship between cigarette smoking and histologic type of lung cancer, with special reference to sex difference.",Japanese journal of clinical oncology,1988 Mar,Epidemiology,Human,2083
365,3062994,Yes," U HÃ¤rtel,","[Differential mortality of males and females, exemplified by West Germany].",Sozial- und PrÃ¤ventivmedizin,1988,Review,Human,n.a.
366,3452475,No," D MellstrÃ¶m,",Tobacco smoking--a major cause of sex differences in health.,"Comprehensive gerontology. Section A, Clinical and laboratory sciences",1987 Feb,Epidemiology,Human,2009
367,3083471,Yes, I Waldron,The contribution of smoking to sex differences in mortality.,"Public health reports (Washington, D.C. : 1974)",1986 Mar-Apr,Review,Human,na
368,3083471,Yes," I Waldron,",The contribution of smoking to sex differences in mortality.,"Public health reports (Washington, D.C. : 1974)",1986 Mar-Apr,Review,Human,n.a.
369,3966624,No," A C Marcus, L A Crane",Smoking behavior among US Latinos: an emerging challenge for public health.,American journal of public health,1985 Feb,Epidemiology,Human,na
370,3966624,Yes," A C Marcus,",Smoking behavior among US Latinos: an emerging challenge for public health.,American journal of public health,1985 Feb,Review,Human,n.a.
371,2994905,No," H Schweisfurth,",Alterations of serum carboxypeptidases N and angiotensin-I-converting enzyme in malignant diseases.,Clinical biochemistry,1985 Aug,Pathophysiology,Human,n.a.
372,6328062,No," M Ide,",[Epidemiology of lung cancer in Nagasaki--especially in relation to radiation exposure].,Gan no rinsho. Japan journal of cancer clinics,1984 Apr,Epidemiology,Human,n.a.
373,6372818,Yes, D L Wingard,"The sex differential in morbidity, mortality, and lifestyle.",Annual review of public health,1984,Review,Human,na
374,6372818,Yes," D L Wingard,","The sex differential in morbidity, mortality, and lifestyle.",Annual review of public health,1984,Review,Human,n.a.
375,6516586,No," A D Lopez,",Using national mortality data to study the changing sex differential in mortality.,Sozial- und PrÃ¤ventivmedizin,1984,Review,Human,n.a.
376,7289916,No," P R Fain, T A Ruma",Sex differences in lung cancer incidence: a genetic model.,Medical hypotheses,1981 Aug,Epidemiology,Human,88
377,7289916,No," P R Fain,",Sex differences in lung cancer incidence: a genetic model.,Medical hypotheses,1981 Aug,Pathophysiology,Human,88
