Class	Subject	abstract
Heart	PP	"Mammalian hearts express two myosin heavy chain (MHC) isoforms, which drive contractions with different kinetics and power-generating ability. The expression of the isoform that is associated with more rapid contraction kinetics and greater power output, MHC-Î±, is downregulated, with a concurrent increase in the relative amount of the slower isoform, MHC-Î², during the progression to experimentally induced or disease-related heart failure. This change in protein expression has been well studied in right and left ventricles in heart failure models and in humans with failure. Relatively little quantitative data exists regarding MHC isoform expression shifts in human failing atria. We previously reported significant increases in the relative amount of MHC-Î² in the human failing left atrium. The results of that study suggested that there might be a sex-related difference in the level of MHC-Î² in the left atrium, but the number of female subjects was insufficient for statistical analysis. The objective of this study was to test whether there is, in fact, a sex-related difference in the level of MHC-Î² in the right and left atria of humans with cardiomyopathy. The results indicate that significant differences exist in atrial MHC isoform expression between men and women who are in failure. The results also revealed an unexpected twofold greater amount of MHC-Î² in the nonfailing left atrium of women, compared with men. The observed sex-related differences in MHC isoform expression could impact ventricular diastolic filling during normal daily activities, as well as during physiologically stressful events. "
Heart	MANAG	"Implantable cardioverter-defibrillators (ICDs) improve survival in certain high arrhythmic risk populations. However, there are sex differences regarding both the utilization and the benefit of these devices. Using a prospective national ICD registry, we aim to compare the indications for ICD implantation as well as outcomes in implanted women vs. men.All subjects implanted with an ICD or cardiac resynchronization therapy with a defibrillator (CRTD) in Israel between July 2010 and February 2013 were included. A total of 3544 subjects constructed the baseline cohort, of whom 615 (17%) were women. Women had the same age (64 years) and rate of secondary prevention indication (26%) as men. However, women were more likely than men to have significant heart failure symptoms (52 vs. 45%), QRS > 120 ms (41 vs. 36%), and a higher rate of non-ischaemic cardiomyopathy (54 vs. 21%, all P values <0.05). Using multivariate analysis, women were more likely to undergo CRTD implantation (odds ratio = 1.8, P < 0.01). Follow-up data were available for 1518 subjects with a mean follow-up of 12 months. During follow-up, there were no significant differences among genders in the rate of any single or the combined outcomes of appropriate device therapies, heart failure admissions, or death. First-year re-intervention rate was double among women (5.6 vs. 3.0%, P < 0.01).In real-world setting, women implanted with an ICD differ significantly from men in their baseline characteristics and in the use of CRTD devices. These, however, did not translate into outcome differences."
Heart	EPI	"Depression is common in patients with heart failure. The prevalence of depression is known to differ in male and female patients with heart failure, but little is known about whether these patients differ in predictors of depression. The purposes of this study were to: (1) determine whether the prevalence of depression in patients with heart failure differed by gender: (2) examine if predictors of depression differed by patient gender.In this cross-sectional observational study, 147 patients with a primary diagnosis of heart failure completed five self-report questionnaires: demographic and clinical characteristic questionnaire, Mishel Uncertainty in Illness Scale, Beck Depression Inventory-II, Social Support Scale and Minnesota Living with Heart Failure Questionnaire. Data were analyzed with logistic regression.The majority of subjects were male (54.4%), with a mean age of 71.04 Â± 13.29 years and mean ejection fraction of 46.42 Â± 17.02%. About two-thirds of male patients (65%) and of female patients (65.7%) had significant depressive symptoms (Beck Depression Inventory-II score â‰¥14). More female than male patients had moderate or severe depressive symptoms. Stratified analyses revealed that significant independent predictors of depressive symptoms among males were being unemployed (odds ratio=.09, 95% confidence intervals=.02- .54), lower ejection fraction (odds ratio=.96, 95% confidence intervals=.92-1.00), and worse quality of life (odds ratio=1.09, 95% confidence intervals=1.05-1.14); among females, predictors were uncertainty (odds ratio=1.09, 95% confidence intervals=1.04-1.32) and worse quality of life (odds ratio=1.17, 95% confidence intervals=1.08-1.48).Different variables predicted the presence of significant depressive symptoms in male and female patients with heart failure, but quality of life was an important factor in predicting depression in both genders."
Heart	MANAG	"The authors hypothesized that the women enrolled in the HF-ACTION (Heart Failure-A Controlled Trial Investigating Outcomes of Exercise TraiNing) trial and randomly assigned to exercise training (ET) would improve functional capacity as measured by peak oxygen uptake (VO2) compared with those in the usual care group. Furthermore, they hypothesized that the improvement in peak VO2 would correlate with prognosis. They explored whether exercise had a differential effect on outcomes in women versus men.There is less evidence for the benefit of ET in women with heart failure (HF) compared with men because of the small numbers of women studied.HF-ACTION was a randomized trial of ET versus usual care in 2,331 patients with class II-IV HF and a left ventricular ejection fraction of â‰¤35%. Sex differences in the effects of randomized treatment on clinical outcomes were assessed through the use of a series of Cox proportional hazards models, controlling for covariates known to affect prognosis in HF-ACTION.Women had lower baseline peak VO2 and 6-min walk distance than did men (median, 13.4 vs. 14.9 ml/min/kg and 353 vs. 378 m, respectively). An increase in peak VO2 at 3 months was present in women and men in the ET group (mean Â± SD; median, 0.88 Â± 2.2, 0.80 and 0.77 Â± 2.7, 0.60, respectively, women vs. men; p = 0.42). Women randomly assigned to ET had a significant reduction in the primary endpoint, (hazard ratio: 0.74) compared with men (hazard ratio: 0.99) randomly assigned to ET, with a significant treatment-by-sex interaction (p = 0.027).Although there is no significant difference between men and women in the effect of ET on peak VO2 change at 3 months, ET in women with HF is associated with a larger reduction in rate of the combined endpoint of all-cause mortality and hospital stay than in men."
Heart	EPI	"To evaluate differences in first manifestations of cardiovascular disease between men and women in a competing risks framework.Prospective population based cohort study.People living in the community in Rotterdam, the Netherlands.8419 participants (60.9% women) aged â‰¥ 55 and free from cardiovascular disease at baseline.First diagnosis of coronary heart disease (myocardial infarction, revascularisation, and coronary death), cerebrovascular disease (stroke, transient ischaemic attack, and carotid revascularisation), heart failure, or other cardiovascular death; or death from non-cardiovascular causes. Data were used to calculate lifetime risks of cardiovascular disease and its first incident manifestations adjusted for competing non-cardiovascular death.During follow-up of up to 20.1 years, 2888 participants developed cardiovascular disease (826 coronary heart disease, 1198 cerebrovascular disease, 762 heart failure, and 102 other cardiovascular death). At age 55, overall lifetime risks of cardiovascular disease were 67.1% (95% confidence interval 64.7% to 69.5%) for men and 66.4% (64.2% to 68.7%) for women. Lifetime risks of first incident manifestations of cardiovascular disease in men were 27.2% (24.1% to 30.3%) for coronary heart disease, 22.8% (20.4% to 25.1%) for cerebrovascular disease, 14.9% (13.3% to 16.6%) for heart failure, and 2.3% (1.6% to 2.9%) for other deaths from cardiovascular disease. For women the figures were 16.9% (13.5% to 20.4%), 29.8% (27.7% to 31.9%), 17.5% (15.9% to 19.2%), and 2.1% (1.6% to 2.7%), respectively. Differences in the number of events that developed over the lifespan in women compared with men (per 1000) were -7 for any cardiovascular disease, -102 for coronary heart disease, 70 for cerebrovascular disease, 26 for heart failure, and -1 for other cardiovascular death; all outcomes manifested at a higher age in women. Patterns were similar when analyses were restricted to hard atherosclerotic cardiovascular disease outcomes, but absolute risk differences between men and women were attenuated for both coronary heart disease and stroke.At age 55, though men and women have similar lifetime risks of cardiovascular disease, there are considerable differences in the first manifestation. Men are more likely to develop coronary heart disease as a first event, while women are more likely to have cerebrovascular disease or heart failure as their first event, although these manifestations appear most often at older ages."
Heart	REVIEW	"There are important gender differences in cardiac electrophysiology that may affect effectiveness of cardiac arrhythmias invasive treatment. Women present to catheter ablation later, with more symptoms, and after having failed more antiarrhythmic drugs. Catheter ablation of supraventricular tachycardias and atrial fibrillation (AF), except for long lasting AF, appears equally effective in the two genders. However, female gender predicted a higher risk of complications, with vascular access complications being the most frequent events. The role of implantable cardioverter defibrillators (ICD) in women with heart failure for the primary prevention of sudden cardiac death has not been well established. Women are underrepresented in primary prevention implantable ICD trials, and data on the benefit of ICD therapy in this subgroup are controversial. Further studies are needed to define the population of women who may benefit most from ICD therapy."
Heart	PP	"Diabetic women are five times more likely to develop congestive heart failure compared with two fold for men. The underlying mechanism for this gender difference is not known. Here we investigate the molecular mechanisms responsible for this female disadvantage and attempt safeguarding cardiomyocytes viability and function through restoration of pro-survival Pim-1.Diabetes was induced by injection of streptozotocin in CD1 mice of both genders. Functional and dimensional parameters measurement using echocardiography revealed diastolic dysfunction in female diabetic mice within 8 weeks after STZ-induced diabetes. This was associated with significant downregulation of pro-survival Pim-1 and upregulation of pro-apoptotic Caspase-3, microRNA-1 and microRNA-208a. Male diabetic mice did not show any significant changes at this time point (Pâ€‰<â€‰0.05 vs. female diabetic). Further, the onset of ventricular remodelling was quicker in female diabetic mice showing marked left ventricular dilation, reduced ejection fraction and poor contractility (Pâ€‰<â€‰0.05 vs. male diabetic at 12 and 16 weeks of STZ-induced diabetes). Molecular analysis of samples from human diabetic hearts confirmed the results of pre-clinical studies, showing marked downregulation of Pim-1 in the female diabetic heart (Pâ€‰<â€‰0.05 vs. male diabetic). Finally, in vitro restoration of Pim-1 reversed the female disadvantage in diabetic cardiomyocytes.We provide novel insights into the molecular mechanisms behind the rapid onset of cardiomyopathy in female diabetics. These results suggest the requirement for the development of gender-specific treatments for diabetic cardiomyopathy."
Heart	OUTC	"Gender-related differences in clinical phenotype, in-hospital management and prognosis of acute heart failure (AHF) patients have been previously reported in European and US registries. The ALARM-HF survey is the first to include a cohort of 4953 patients hospitalized for AHF in 666 hospitals in 6 European countries, Mexico and Australia.Women accounted for 37% of the study population, were older and had higher rates of de novo heart failure (45% vs 36%, p<0.001) than men. An acute coronary syndrome (ACS) was the predominant precipitating factor in both genders, but to a lesser extent in females (30% vs 42%, p<0.001). Between genders comparison showed higher incidence of atrial fibrillation, valvular heart disease, diabetes, obesity, anemia and depression in women (p<0.05). Similarly, women had higher left ventricular ejection fraction (LVEF) on admission (42 Â± 15% vs 36 Â± 13%, p<0.001) and systolic blood pressure (135 Â± 40 mm Hg vs 131 Â± 39 mm Hg, p=0.001) than men. On the other hand, men had more often coronary artery disease, renal failure and chronic obstructive pulmonary disease (p<0.05). Importantly, in-hospital mortality was similar in both genders (11.1% in females vs 10.5% in males, p=0.475), and its common predictors were: systolic blood pressure at admission, creatinine>1.5mg/dL and diabetes. Furthermore, recent ACS, valvular heart disease and dementia contributed to prognosis in women, while LVEF, hypertension and anemia were independent predictors in men.Among patients with AHF, there are significant differences in co-morbidities, precipitating factors and predictors of in-hospital mortality between genders. Nevertheless, in-hospital mortality remains similar between genders."
Heart		"In pressure overload, profibrotic gene expression and cardiac fibrosis are more pronounced in males than in females. Sex-specific and estrogen-dependent regulation of microRNAs (miRNAs), such as miR-21, may be a potential mechanism leading to sex differences in fibrosis.To analyze the influence of sex, estrogen, and estrogen receptor beta (ERÎ²) on the expression of miR-21 and to identify additional miRNAs potentially involved in sex-specific pressure overload-induced cardiac remodeling.The sex-specific regulation of fibrosis-related miRNAs was analyzed in male and female wild type and ERÎ²-deficient mice after transverse aortic constriction (TAC), in rat fibroblasts, and in a cardiomyocyte-like cell line.We report the sex-specific expression of functionally-related miR-21, -24, -27a, -27b, 106a, -106b and the regulation of their expression by estrogen in a sex-specific manner. These effects were abolished in ERÎ²-deficient mice. We demonstrate the presence of common functional target sites for these miRNAs on three repressors of the mitogen-activated protein kinase signaling pathway, i.e. Rasa1, Rasa2 and Spry1, which may all lead to cardiac fibrosis. As expected, transfection with miRNA mimics targeting these repressors induced ERK1/2 phosphorylation.Estrogen regulates a network of miRNAs in a sex-specific manner via ERÎ². Our data suggest that the sex-specific expression of these miRNAs may be related to sex differences in fibrosis after pressure overload."
Heart	EPI	"Sex-related factors play an important role in the pathophysiology of heart failure (HF). However, trends in sex-related differences in hospital management for HF are not clear. We identified patients hospitalized for HF through a nationwide database (National Health Insurance in Taiwan), containing 722,272 subjects from 1999 to 2008. Higher incidences of diabetes mellitus (37 vs. 25Â %, pÂ <Â 0.001), thyroid dysfunction (2 vs. 0Â %, pÂ <Â 0.001), and transient cerebral ischemia (2 vs. 1Â %, pÂ <Â 0.05), as well as a lower incidence of chronic lung disease (14 vs. 22Â %, pÂ <Â 0.001) differentiated female HF patients from male HF patients. During this 10-year period, both percentage of HF hospitalization and age-adjusted HF rates significantly increased for total HF sample (1.92 vs. 2.49 Â â€°, pÂ <Â 0.05, and 20.44 vs. 27.38/100,000, pÂ <Â 0.05) and for female (1.76 vs. 2.86 Â â€°, pÂ <Â 0.05, and 20.94 vs. 32.12/100,000, pÂ <Â 0.05), but such changes did not occur among male patients (2.12 vs. 2.09 Â â€°, pÂ >Â 0.05, and 19.93 vs. 22.51/100,000, pÂ >Â 0.05). The age at the time of hospitalization and the length of the hospital stay increased significantly for all HF patients during the 10-year study period. However, the daily cost of hospitalization increased in males, but not in females. Compared to the survivors, patients who died were older and had a longer hospitalization and higher daily cost both in males and females. Through our analysis of the NHI database, we observed trends in factors related to hospitalization of HF patients in Taiwan that may be attributable to sex-related differences in the pathophysiology and treatment strategies for HF. "
Heart	CLIN	"Ventricular-arterial coupling is a key determinant of cardiovascular performance. However, little is known about the gender differences in ventricular-arterial interactions in the healthy Chinese population.To identify gender differences in the association between carotid intima-media thickness (CIMT) and cardiac diastolic function in healthy Chinese individuals.We examined 852 healthy participants (aged 30-98 years, 46% men) in 3 northern China cities with the use of M-mode ultrasonography to analyze CIMT and cardiac structure and function. Cardiac function was measured by determining the ratio of early-diastolic peak flow velocity (E) and late-diastolic peak flow velocity (A), as well as the deceleration time of the early mitral velocity (MV-DT). Cardiac dysfunction was defined as E/A values <25th percentile (E/A <0.78 for men and <0.79 for women), left atrial volume (LAV) values >75th percentile (LAV >34.9 mL for men and >32.2 mL for women), and MV-DT values >75th percentile (MV-DT >210 ms for men and >195 ms for women). CIMT, E/A, LAV, and MV-DT were significantly correlated with age in both men (CIMT: rÂ = 0.418, PÂ <Â .01; E/A: rÂ = -0.325, P < .01, LAV: rÂ = 0.123, P < .05; MV-DT: rÂ = 0.175, P < .01) and women (CIMT: rÂ = 0.429, P < .01; E/A: rÂ = -0.423, P < .01; LAV: rÂ = 0.180, P < .01; MV-DT: rÂ = 0.174, PÂ < .01). Interestingly, left ventricular ejection fraction (LVEF) was not significantly correlated with age in either gender. CIMT was significantly associated with a lower E/A in an unadjusted model in tertiles II and III. The odds ratios (95% confidence interval [CI]) for men were 2.428 (1.36-4.335) and 3.017 (1.674-5.437), respectively. However, this association disappeared with age adjustment. The odds ratios (95% CI) for women were 3.298 (1.742-6.246) and 6.002 (3.202-11.251), respectively, and these were still significant after adjustments for all other variables, including age, blood pressure, blood lipid, and inflammatory markers (tertile II: 3.031, 95% CI 1.228-7.48; tertile III: 3.224, 95% CI 1.308-7.946). A higher MV-DT was significantly correlated with higher CIMT only in an unadjusted model for women, and this association was lost with age adjustment. There was no significant association between CIMT and higher LAV values.Age-related increases in CIMT were correlated with a decline in cardiac diastolic function only in women, which may contribute to the higher incidence of heart failure with preserved ejection fraction."
Heart	Review	"Chronic heart failure (HF) is a major health problem throughout the world. Gender has significant effects on the pathophysiology of HF. Low levels of free testosterone are independently associated with increased chronic HF symptoms and mortality. Cardiac fibrosis plays a pivotal role in structural remodeling in HF. Transforming growth factor (TGF)-Î², angiotensin II and oxidative stress contribute to the activity/extent of cardiac fibrosis. Androgen deficiency can up-regulate TGF-Î² expression under angiotensin II stimulation in vivo. In this review, we summarized the potential mechanisms accounting for the effects of androgen on cardiac fibrosis through regulating fibrocytes activity under TGF, which can explain wound healing and cardiac fibrosis in male with acute myocardial injury and chronic HF."
Heart	CLIN	"Studies about stroke in Saudi Arabia are limited. This retrospective study aims to determine the clinical characteristics of Saudi patients with heart failure (HF) with and without subsequent stroke, and also to find out whether gender differences exist in the presentation of HF patients who had stroke.Retrospective study done at King Abdulaziz Medical City (KAMC), Riyadh, Saudi Arabia, from 2002-2008.A total of 293 patient (151 males, 142 females) charts from 2002-2008 were re.viewed at KAMC. These charts were from Saudi patients who were diagnosed with HF, with and without subsequent stroke. Demographics, HF characteristics, stroke risk factors, and metabolic characteristics were noted and analyzed.No difference was observed in HF characteristics and stroke risk factors among HF patients with and without subsequent stroke. In terms of metabolic profile, those who had stroke had significantly higher low-density lipoprotein (LDL)--cholesterol levels as compared to those without (P=.03). Stratification to gender and adjusting for age and risk factors revealed that significantly higher LDL-cholesterol and total cholesterol levels were observed in female stroke patients (P values .02, .028, respectively) and significantly higher blood urea nitrogen levels were observed in male stroke patients (P=.04) as compared to their counterparts who never had a stroke.The gender differences in the metabolic presentation of Saudi HF patients with stroke warrant further clinical investigation. Atherogenic dyslipidemia and renal insufficiency are suggested to be early predic.tors for stroke and should be closely monitored in Saudi HF patients."
Heart	CLIN	"Peak oxygen consumption (VO2) predictive authority in heart failure (HF) has been established from male cohorts. We evaluated the gender impact on the prognostic meaning of low peak VO2.We followed 529 HF patients (116 female), with peak VO2 â‰¤ 14 mL/kg/min, until cardiovascular death (CVD) and urgent heart transplantation.During follow up, 156 (29%) patients had cardiac events. Female gender, age, left ventricular ejection fraction, peak VO2, peak systolic blood pressure, and beta-blocker treatment all contributed to increase the risk ability of the hierarchical multivariate model. Two-year survival was higher in women: 85 vs 66%; Ï‡(2)=15.7, p<0.0001. Peculiarly, outcome results were similar when only CVD was considered. Females showed a multivariate adjusted hazard ratio (HR) of 0.46. Since a 1-mL/kg/min increment in peak VO2 was equated with a 12% improvement in prognosis, the same gender adjusted HR was achieved when mean peak VO2 was reduced by 5 units in women: thus, a HF woman with peak VO2 of 9 mL/kg/min has the same 2-year outcome as a HF man with peak VO2 of 14 mL/kg/min.Although HF women have a comparatively lower peak VO2 than men, they live longer. We discovered that the traditional cut point value for peak VO2, i.e. â‰¤ 14 mL/kg/min is not a ""gender-neutral"" reference since lumping HF men and women together with the same VO2 value is unlikely to describe the true risk. These preliminary findings do underline the need to assimilate gender-specific issues into clinical practice in HF, when appropriate."
Heart	OUTC	"The burden of heart failure (HF)-related hospitalization and mortality of female patients with HF is substantial. Currently, several gender-specific distinctions have been recognized amongst HF patients, but their relationships to outcomes have not been fully elucidated. Accordingly, in the current work, we aimed to explore gender-specific clinical and echocardiographic measures and to assess their potential impact on outcome.We studied all consecutive HF patients, aged 50 or older, who had been hospitalized between January 2000 and December 2009, and had undergone at least one echocardiography study. A comparative analysis of clinical and echocardiographic findings was performed between 5228 males and 4107 females. Patients were followed for a mean of 2.8 Â± 2.6 years. Females compared with males had less ischaemic heart disease, prior stroke, chronic renal failure, and COPD, and higher rates of hypertension, AF, obesity, valvular abnormalities, and pulmonary hypertension. Unadjusted 30-day and 1-year mortality rates were higher among women, while age-adjusted rates were similar. Predictors of outcomes varied between genders. Female-specific predictors of mortality included aortic stenosis, pulmonary hypertension, and malignancy, whereas diastolic dysfunction and chronic renal failure were found to be male-specific predictors.Age-adjusted mortality rates of male and female hospitalized HF patients are similarly high. Predictors of mortality, however, are gender distinctive, and these measures may allow a better identification of high-risk HF patients."
Heart	Clinical	"This study sought to assess sex differences in ventricular-arterial interactions.Heart failure with preserved ejection fraction is more prevalent in women than in men, but the basis for this difference remains unclear.Echocardiography and arterial tonometry were performed to quantify arterial and ventricular stiffening and interaction in 461 participants without heart failure (189 men, age 67 Â± 9 years; 272 women, age 65 Â± 10 years). Aortic characteristic impedance (Z(c)), total arterial compliance (pulsatile load), and systemic vascular resistance index (steady load) were compared between men and women, and sex-specific multivariable regression analyses were performed to assess associations of these arterial parameters with diastolic dysfunction and ventricular-arterial coupling (effective arterial elastance/left ventricular end-systolic elastance [Ea/Ees]) after adjustment for potential confounders.Z(c) was higher and total arterial compliance was lower in women, whereas systemic vascular resistance index was similar between sexes. In women but not men, higher log Z(c) was associated with mitral inflow E/A ratio (Î² Â± SE: -0.17 Â± 0.07), diastolic dysfunction (odds ratio: 7.8; 95% confidence interval: 2.0 to 30.2) and Ea/Ees (Î² Â± SE: 0.13 Â± 0.04) (p â‰¤ 0.01 for all). Similarly, total arterial compliance was associated with E/A ratio (Î² Â± SE: 0.12 Â± 0.04), diastolic dysfunction (odds ratio: 0.33; 95% confidence interval: 0.12 to 0.89), and Ea/Ees (Î² Â± SE: -0.09 Â± 0.03) in women only (p â‰¤ 0.03 for all). Systemic vascular resistance index was not associated with diastolic dysfunction or Ea/Ees.Proximal aortic stiffness (Z(c)) is greater in women than men, and women may be more susceptible to the deleterious effects of greater pulsatile and early arterial load on diastolic function and ventricular-arterial interaction. This may contribute to the greater risk of heart failure with preserved ejection fraction in women."
Heart	OUTC	"In heart failure (HF), there are known differences in plasma B-type natriuretic peptide (BNP) levels between reduced and preserved ejection fraction (EF), but few HF studies have explored sex differences. We sought to evaluate the relationship between sex, EF, and BNP in HF patients and determine prognostic significance of BNP as it relates to sex and EF.We included hospitals in Get With The Guidelines-Heart Failure that admitted 99,930 HF patients with reduced (EF <40%), borderline (EF 40%-49%), or preserved (EF â‰¥50%) EF. The primary end point was inhospital mortality. Multivariate models were used to compute odds ratios while accounting for hospital clustering.There were 47,025 patients with reduced (37% female), 13,950 with borderline (48% female), and 38,955 with preserved (65% female) EF. Women compared with men had higher admission median BNP levels with the greatest difference among reduced EF and smallest difference among preserved EF (median BNP in women vs men: EF reduced 1,259 vs 1,113 pg/mL, borderline 821 vs 732 pg/mL, and preserved 559 vs 540 pg/mL; P < .001 all comparisons). Ejection fraction and sex were independently associated with BNP. Inhospital mortality was 2.7%, and patients above the median BNP level had higher mortality than those below. After adjusting for over 20 clinical variables, the ability of BNP to predict inhospital mortality was similar among all subgroups (P for heterogeneity = .47).In a large registry, we found that despite sex/EF differences in BNP values, there was no significant difference in the ability of BNP to predict inhospital mortality among these subgroups."
Heart	CLIN	"Despite disparities in pathophysiology and disease manifestation between male and female patients with heart failure, studies focusing on sex differences in biomarkers are scarce. The purpose of this study was to assess sex-specific variation in clinical characteristics and biomarker levels to gain more understanding of the potential pathophysiological mechanisms underlying sex differences in heart failure.Baseline demographic and clinical characteristics, multiple biomarkers, and outcomes were compared between men and women in 567 patients. The mean age of the study group was 71 Â± 11 years and 38% were female. Women were older, had a higher body mass index and left ventricular ejection fraction, more hypertension, and received more diuretic and antidepressant therapy, but less ACE-inhibitor therapy compared with men. After 3 years, all-cause mortality was lower in women than men (37.0 vs. 43.9%, multivariable hazard ratio = 0.64; 95% confidence interval 0.45-0.92, P = 0.016). Levels of biomarkers related to inflammation [C-reactive protein, pentraxin 3, growth differentiation factor 15 (GDF-15), and interleukin 6] and extracellular matrix remodelling (syndecan-1 and periostin) were significantly lower in women compared with men. N-terminal pro-brain natriuretic peptide, TNF-Î±R1a, and GDF-15 showed the strongest interaction between sex and mortality.Female heart failure patients have a distinct clinical presentation and better outcomes compared with male patients. The lower mortality was independent of differences in clinical characteristics, but differential sex associations between several biomarkers and mortality might partly explain the survival difference."
Heart	OUTC	"Earlier work has demonstrated significant sex and age disparities in ischemic heart disease. However, it remains unclear if an age or sex gap exists for heart failure (HF) patients.Using data from the 2007-2008 Healthcare Cost and Utilization Project, we constructed hierarchic regression models to examine sex differences and age-sex interactions in HF hospitalizations and in-hospital mortality. Among 430,665 HF discharges, 51% were women and 0.3%, 27%, and 73% were aged <25, 25-64, and >64 years respectively. There were significant sex differences among HF risk factors, with a higher prevalence of coronary disease among men. Men had higher hospitalization rates for HF and in-hospital mortality across virtually all ages. The relationship between age and HF mortality appeared U-shaped; mortality rates for ages <25, 25-64, and >64 years were 2.9%, 1.4%, and 3.8%, respectively. No age-sex interaction was found for in-hospital mortality for adults >25 years old.Using a large nationally representative administrative dataset we found age and sex disparities in HF outcomes. In general, men fared worse than women regardless of age. Furthermore, we found a U-shaped relationship between age and in-hospital mortality during an HF hospitalization, such that young adults have similar mortality rates to older adults. Additional studies are warranted to elucidate the patient-specific and treatment characteristics that result in these patterns."
Heart	OUTC	"Understanding the influence of sex differences on predictors of cardiac mortality rates in chronic heart failure might enable us to lengthen lifetimes and to improve lives. This study describes the influence of sex on cardiovascular mortality rates among chronic heart failure patients. From January 2003 through December 2009, we evaluated 637 consecutive patients (409 men and 228 women) with chronic heart failure, who ranged in age from 18 through 94 years (mean age, 64 Â± 13 yr) and ranged in New York Heart Association (NYHA) functional class from II through IV. The mean follow-up period was 38 Â± 15 months, the mean age was 64 Â± 13 years, and the mean left ventricular ejection fraction was 0.27 Â±0.11. By the end of the study, both sexes had similar cardiovascular mortality rates (36% men vs 37% women, P=0.559). In Cox regression analysis, NYHA functional class, triglyceride level, and history of coronary artery disease were independent predictors of cardiovascular death for women with chronic heart failure. For men with chronic heart failure, the patient's age, ejection fraction, and sodium level were independent predictors of cardiovascular death. In a modern tertiary referral heart failure clinic, decreased triglyceride levels were, upon univariate analysis, predictors of poor outcomes for both men and women. However, upon Cox regression analysis, reduced triglyceride levels were independent predictors of cardiac death only in women. "
Heart	Outcomes	"There are few sex-specific outcome data in heart failure with preserved ejection fraction.We assessed sex differences in baseline characteristics and outcomes among 4128 patients with heart failure with preserved ejection fraction in the Irbesartan in Heart Failure with Preserved Ejection Fraction (I-PRESERVE) trial. Women (n=2491) with heart failure with preserved ejection fraction were â‰ˆ1 year older (72Â±7 years versus 71Â±7 years) and more likely to be obese (46% versus 35%) and have chronic kidney disease (34% versus 26%) and hypertension (91% versus 85%) than men but less likely to have an ischemic cause (19% versus 34%), atrial fibrillation (27% versus 33%), or chronic obstructive pulmonary disease (8% versus 13%) (all P<0.001). During a mean of 49.5 months, there were 881 deaths (447 in women, 434 in men; risk ratio, 0.64; 95% CI, 0.56-0.74) and 5776 hospitalizations (3239 in women, 2537 in men; risk ratio, 0.80; 95% CI, 0.76-0.84). Women had lower risk of all-cause events (deaths and hospitalizations), even after adjusting for baseline characteristics (adjusted hazards ratio, 0.81; 95% CI, 0.73-0.89). However, the sex-related difference in risk of all-cause events was modified in the presence or absence of atrial fibrillation, renal dysfunction, stable angina pectoris, or advanced New York Heart Association class symptoms.In patients with typical heart failure with preserved ejection fraction, there were prominent sex differences in baseline characteristics and outcomes. Women had better overall prognosis, although the presence of 4 common baseline characteristics seemed to moderate this finding."
Heart	Clinical	"(i) To compare the prevalence and severity of depressive symptoms between men and women enrolled in a large heart failure (HF) registry. (ii) To determine gender differences in predictors of depressive symptoms from demographic, behavioral, clinical, and psychosocial factors in HF patients.In 622 HF patients (70% male, 61 Â± 13 years, 59% NYHA class III/IV), depressive symptoms were assessed by the Patient Health Questionnaire (PHQ-9). Potential correlates were age, ethnicity, education, marital and financial status, smoking, exercise, body mass index (BMI), HF etiology, NYHA class, comorbidities, functional capacity, anxiety, and perceived control. To identify gender-specific correlates of depressive symptoms, separate logistic regression models were built by gender.Correlates of depressive symptoms in men were financial status (p = 0.027), NYHA (p = 0.001); functional capacity (p < 0.001); health perception (p = 0.043); perceived control (p = 0.002) and anxiety (p < 0.001). Correlates of depressive symptoms in women were BMI (p = 0.003); perceived control (p = 0.013) and anxiety (p < 0.001).In HF patients, lowering depressive symptoms may require gender-specific interventions focusing on weight management in women and improving perceived functional capacity in men. Both men and women with HF may benefit from anxiety reduction and increased control."
Heart	Management	"In recent years epidemiological and clinical evidence has shown gender disparities in several aspects of cardiovascular disease. Aim of this study was to identify gender differences in the clinical profile and management of patients admitted to cardiac rehabilitation (CR) programs.Patients enrolled in the ISYDE-2008 survey were considered.The ISYDE-2008 survey enrolled 2281 patients; 604 (26.5%) were women. Compared to men, women were older (mean age 70.8 Â± 11.5 versus men's 65.6 Â± 11.5 years), had less traditional risk factors (low cardiovascular risk profile in 45.3% of women and 38.0% of men, p=0.003), were more frequently admitted after valvular surgery and heart failure, but less for post-acute myocardial infarction and post-by-pass procedure. Women were more frequently admitted to an in-hospital rehabilitation program. Women showed a more complicated acute and rehabilitative course, with 63.2% of them having at least one complication during acute-phase, compared to 52.5% of men, and 48.3% during rehabilitation, compared to 35.0% of men (p<0.0001). During rehabilitation, women underwent exercise tests less frequently, except for the 6-minute walking test. At discharge, women received ACE-inhibitors/ARBs, Î²-blockers, statins, omega-3 fatty acids, antiplatelet agents less frequently, but more frequently digoxin, amiodarone, diuretics, oral anticoagulants, insulin and anti-depressive drugs. The duration of the rehabilitation program was longer for women. Mortality was very low in the entire population.Women are less frequently admitted to CR than men. They are older and show a greater cardiovascular burden. Women are more likely to be enrolled in CR after valvular surgery and heart failure than men."
