Nr,Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,
225,20514774,No," Mirjana Krotin,",Gender differences in acute coronary syndrome in Serbia before organized primary PCI network service.,Medicinski arhiv,2010,Epidemiology,Human,12094,
226,20573272,No," Caroline Berthillot,",In-hospital complications after invasive strategy for the management of Non STEMI: women fare as well as men.,BMC cardiovascular disorders,2010,Management,Human,479,
227,21154260,No," Stefan Kralev,",Sex-based differences in clinical and angiographic outcomes in patients with ST-elevation myocardial infarction treated with concomitant use of glycoprotein IIb/IIIa inhibitors.,Cardiology journal,2010,Management,Human,297,
228,20723259,No," Aman P K Nijjar,","Ethnic and sex differences in the incidence of hospitalized acute myocardial infarction: British Columbia, Canada 1995-2002.",BMC cardiovascular disorders,2010,Epidemiology,Human,34848,
229,24773835,No," MÃ³nica MachÃ³n Affiliation=CIBER en EpidemiologÃ­a y Salud PÃºblica (CIBERESP), Spain,","Sex differences in relative survival and prognostic factors in patients with a first acute myocardial infarction in guipuzcoa, Spain.",Revista espaÃ±ola de cardiologÃ­a (English ed.),2010,OUTC,Human,1677,
230,19761938,No," Per Venge,",Normal plasma levels of cardiac troponin I measured by the high-sensitivity cardiac troponin I access prototype assay and the impact on the diagnosis of myocardial ischemia.,Journal of the American College of Cardiology,2009 Sep 22,Pathophysiology,Human,542,
231,19695966,No," Derek R MacFadden,",Evaluating sex differences in population-based utilization of implantable cardioverter-defibrillators: role of cardiac conditions and noncardiac comorbidities.,Heart rhythm : the official journal of the Heart Rhythm Society,2009 Sep,Management,Human,105516,
232,19622707,No," Jinying Zhao,",Sex-specific association of depression and a haplotype in leukotriene A4 hydrolase gene.,Psychosomatic medicine,2009 Sep,Pathophysiology,Human,1368,
233,19546346,Yes," Bohuslav Ostadal,",Gender differences in cardiac ischemic injury and protection--experimental aspects.,"Experimental biology and medicine (Maywood, N.J.)",2009 Sep,Review,Mouse,,
234,19850241,No," Johanna Berg,",Symptoms of a first acute myocardial infarction in women and men.,Gender medicine : official journal of the Partnership for Gender-Specific Medicine at Columbia University,2009 Sep,Clinical,Human,225,
235,19850240,No," Mona Løvlien,","Early warning signs of an acute myocardial infarction and their influence on symptoms during the acute phase, with comparisons by gender.",Gender medicine : official journal of the Partnership for Gender-Specific Medicine at Columbia University,2009 Sep,Clinical,Human,533,
236,19850239,No," Sven E Nilsson,","Relationship between serum progesterone concentrations and cardiovascular disease, diabetes, and mortality in elderly Swedish men and women: An 8-year prospective study.",Gender medicine : official journal of the Partnership for Gender-Specific Medicine at Columbia University,2009 Sep,Pathophysiology,Human,425,
237,19858434,No," Viola Vaccarino,",Sex differences in mortality after acute myocardial infarction: changes from 1994 to 2006.,Archives of internal medicine,2009 Oct 26,Outcomes,Human,916380,
238,19833255,Yes," Leslee J Shaw,",Women and ischemic heart disease: evolving knowledge.,Journal of the American College of Cardiology,2009 Oct 20,Review,Human,,
239,19801017,No," Ayman El-Menyar,",Comparison of men and women with acute coronary syndrome in six Middle Eastern countries.,The American journal of cardiology,2009 Oct 15,Outcomes,Human,8169,
240,19781432,No," Erika R Gehrie,",Characterization and outcomes of women and men with non-ST-segment elevation myocardial infarction and nonobstructive coronary artery disease: results from the Can Rapid Risk Stratification of Unstable Angina Patients Suppress Adverse Outcomes with Early Implementation of the ACC/AHA Guidelines (CRUSADE) quality improvement initiative.,American heart journal,2009 Oct,Outcomes,Human,1494,
241,19261545,No," J H Barlow,",A randomised controlled trial of lay-led self-management for myocardial infarction patients who have completed cardiac rehabilitation.,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,2009 Oct,Management,Human,192,
242,19926005,No," Sumeet S Chugh,",Women have a lower prevalence of structural heart disease as a precursor to sudden cardiac arrest: The Ore-SUDS (Oregon Sudden Unexpected Death Study).,Journal of the American College of Cardiology,2009 Nov 24,Clinical,Human,1568,
243,19909874,Yes," Jeffrey S Berger,",The relative efficacy and safety of clopidogrel in women and men a sex-specific collaborative meta-analysis.,Journal of the American College of Cardiology,2009 Nov 17,Review,Human,79613,
244,19840766,No," Azadeh Shoaibi,",Gender differences in correlates of troponin assay in diagnosis of myocardial infarction.,Translational research : the journal of laboratory and clinical medicine,2009 Nov,Management,Human,924,
245,19690904,No," Stefan Zimmermann,",Short-term prognosis of contemporary interventional therapy of ST-elevation myocardial infarction: does gender matter?,Clinical research in cardiology : official journal of the German Cardiac Society,2009 Nov,Outcomes,Human,566,
246,19545234,Yes," Ryotaro Wake,",Gender differences in ischemic heart disease.,Recent patents on cardiovascular drug discovery,2009 Nov,Review,Human,,
247,19936497,No," Sandhi Maria Barreto,","Chronic diseases, self-perceived health status and health risk behaviors: gender differences.",Revista de saúde pública,2009 Nov,Clinical,Human,39821,
248,19052034,No," N Nante, M McKee",Sex differences in use of interventional cardiology persist after risk adjustment.,Journal of epidemiology and community health,2009 Mar,Management,Human,77974,
249,19147625,No," K P Champney,","The joint contribution of sex, age and type of myocardial infarction on hospital mortality following acute myocardial infarction.",Heart (British Cardiac Society),2009 Jun,Outcomes,Human,361429,
250,19538236,No," N Ouhoummane,","Impact of diabetes and gender on survival after acute myocardial infarction in the Province of Quebec, Canada--a population-based study.",Diabetic medicine : a journal of the British Diabetic Association,2009 Jun,Outcomes,Human,23700,
251,19465438,No," Andrew J Hogarth,",Gender differences in sympathetic neural activation following uncomplicated acute myocardial infarction.,European heart journal,2009 Jul,Pathophysiology,Human,36,
252,19114802,No, Cynthia Arslanian-Engoren,Explicating nurses' cardiac triage decisions.,The Journal of cardiovascular nursing,2009 Jan-Feb,Management,Human,12,
253,19081410,No," Nausheen Akhter, Adhir Shroff",Gender differences among patients with acute coronary syndromes undergoing percutaneous coronary intervention in the American College of Cardiology-National Cardiovascular Data Registry (ACC-NCDR).,American heart journal,2009 Jan,Management,Human,199690,
254,20031810,No," Susmita Parashar,",Impact of depression on sex differences in outcome after myocardial infarction.,Circulation. Cardiovascular quality and outcomes,2009 Jan,Outcomes,Human,2411,
255,19284072,No," Sophia Vaina,",Effect of gender differences on early and mid-term clinical outcome after percutaneous or surgical coronary revascularisation in patients with multivessel coronary artery disease: insights from ARTS I and ARTS II.,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2009 Jan,Outcomes,Human,na,
256,18519547,No," A Ghodsizad,",Transplanted human cord blood-derived unrestricted somatic stem cells improve left-ventricular function and prevent left-ventricular dilation and scar formation after acute myocardial infarction.,Heart (British Cardiac Society),2009 Jan,Pathophysiology,Porcine,,
257,24774282,No," JosÃ© GalcerÃ¡-TomÃ¡s Affiliation=Unidad Coronaria, Hospital Universitario Virgen de la Arrixaca, Murcia, Spain.,",Female Sex Is Inversely and Independently Associated With Marked ST-Segment Elevation. A Study in Patients With ST-Segment Elevation Acute Myocardial Infarction and Early Admission.,Revista espaÃ±ola de cardiologÃ­a (English ed.),2009 Jan,CLIN,Human,1422,
258,19549467,No," Chun-Mei Wang,",An analysis of the prognostic factors of acute myocardial infarction in different gender,Zhonghua nei ke za zhi [Chinese journal of internal medicine],2009 Feb,Clinical,Human,904,
259,20102093,No," Jaksa Zanchi,",Gender differences in in-hospital mortality and angiographic findings of patients with acute ST-segment elevation myocardial infarction (STEMI) undergoing percutaneous coronary intervention (PCI).,Collegium antropologicum,2009 Dec,Outcomes,Human,488,
260,19856196,No," Oliver Koeth,",Gender differences in patients with acute ST-elevation myocardial infarction complicated by cardiogenic shock.,Clinical research in cardiology : official journal of the German Cardiac Society,2009 Dec,Outcomes,Human,na,
261,19706861,No," Jeffrey S Berger,",Sex differences in mortality following acute coronary syndromes.,JAMA : the journal of the American Medical Association,2009 Aug 26,Outcomes,Human,136247,
262,19363164,No,"  Ju Young Shin,",Influence of assessment methods on reports of gender differences in AMI symptoms.,Western journal of nursing research,2009 Aug,Clinical,Human,na,
263,19170247,No," Rui Feng,",A new estimate of family disease history providing improved prediction of disease risks.,Statistics in medicine,2009 Apr 15,Epidemiology,Human,na,
264,19247184,No," Morten Grundtvig,",Sex-based differences in premature first myocardial infarction caused by smoking: twice as many years lost by women as by men.,"European journal of cardiovascular prevention and rehabilitation : official journal of the European Society of Cardiology, Working Groups on Epidemiology & Prevention and Cardiac Rehabilitation and Exercise Physiology",2009 Apr,Clinical,Human,1784,
265,19452405,Yes," Christine S Zuern,",Platelet function and response to aspirin: gender-specific features and implications for female thrombotic risk and management.,Seminars in thrombosis and hemostasis,2009 Apr,Review,Human,,
266,19379065,Yes," Ayman A El-Menyar,",Impact of gender in patients with acute coronary syndrome.,Expert review of cardiovascular therapy,2009 Apr,Review,Human,,
267,19332189,No," Vlad C Vasile,",Aborted myocardial infarction: is it real in the troponin era?,American heart journal,2009 Apr,Pathophysiology,Human,767,
268,19420934,No," Sigrun Halvorsen,",Gender differences in management and outcome of acute myocardial infarctions treated in 2006-2007.,Cardiology,2009,Outcomes,Human,3100,
269,19723274,No," Fadi M Khraim,",Predictors of decision delay to seeking health care among Jordanians with acute myocardial infarction.,Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing / Sigma Theta Tau,2009,Clinical,Human,134,
270,19661139,No," Brian S Buckley,",Five year prognosis in patients with angina identified in primary care: incident cohort study.,BMJ (Clinical research ed.),2009,Outcomes,Human,1785,
271,19523348,No," Lauren Drowley,",Sex of muscle stem cells does not influence potency for cardiac cell therapy.,Cell transplantation,2009,Pathophysiology,Mouse,,
272,20131929,Yes," R Poledne,","Proinflammatory status, genetics and atherosclerosis.",Physiological research / Academia Scientiarum Bohemoslovaca,2009,Pathophysiology,Human,,
273,19778417,No," Rafael Gabriel,",Ten-year fatal and non-fatal myocardial infarction incidence in elderly populations in Spain: the EPICARDIAN cohort study.,BMC public health,2009,Epidemiology,Human,3729,
274,18221803,No," Kjell I Pettersen, Knut Stavem",Understanding sex differences in health-related quality of life following myocardial infarction.,International journal of cardiology,2008 Nov 28,Outcomes,Human,408,
275,18077018,No,"Collective=Korea Acute Myocardial Infarction Registry (KAMIR) Investigators,Collective=Other Korea Acute Myocardial infarction Registry Investigators",Gender differences of success rate of percutaneous coronary intervention and short term cardiac events in Korea Acute Myocardial Infarction Registry.,International journal of cardiology,2008 Nov 12,Management,Human,5624,
276,18940281,No," Arnold C T Ng,",Comparison of left ventricular dyssynchrony by two-dimensional speckle tracking versus tissue Doppler imaging in patients with non-ST-elevation myocardial infarction and preserved left ventricular systolic function.,The American journal of cardiology,2008 Nov 1,Clinical,Human,162,
277,18839124,Yes," V Regitz-Zagrosek, S Krüger",Sex differences in cardiovascular drug targeting,Der Internist,2008 Nov,Review,Rat/Human,na,
278,18928236,No," Alessandro Barchielli,",Acute myocardial infarction incidence estimated using a standard algorithm based on electronic health data in different areas of Italy,Epidemiologia e prevenzione,2008 May-Jun,Epidemiology,Human,na,
279,18312447,No," Milan Lomsky,",Normal limits for left ventricular ejection fraction and volumes determined by gated single photon emission computed tomography--a comparison between two quantification methods.,Clinical physiology and functional imaging,2008 May,Clinical,Human,na,
280,18291164,No," Alessandro Parolari, Francesco Alamanni",Do women currently receive the same standard of care in coronary artery bypass graft procedures as men? A propensity analysis.,The Annals of thoracic surgery,2008 Mar,Management,Human,5935,
281,17681508,No," Tobias Pischon, Eric B Rimm","Inflammation, the metabolic syndrome, and risk of coronary heart disease in women and men.",Atherosclerosis,2008 Mar,Epidemiology,Human,na,
282,17693459,No," Z Motovska,Collective=PRAGUE Study Group Investigators",The impact of gender on outcomes of patients with ST elevation myocardial infarction transported for percutaneous coronary intervention: analysis of the PRAGUE-1 and 2 studies.,Heart (British Cardiac Society),2008 Mar,Management,Human,520,
283,18249226,Yes," Lynne A Jensen, Debra K Moser","Gender differences in knowledge, attitudes, and beliefs about heart disease.",The Nursing clinics of North America,2008 Mar,Review,Human,NA,
284,18506010,No," Jacoba P Greving,","Cost-effectiveness of aspirin treatment in the primary prevention of cardiovascular disease events in subgroups based on age, gender, and varying cardiovascular risk.",Circulation,2008 Jun 3,Management,Human,na,
285,18489928,No," Soko Setoguchi, Wolfgang C Winkelmayer",Gender differences in the management and prognosis of myocardial infarction among patients > or = 65 years of age.,The American journal of cardiology,2008 Jun 1,Epidemiology,Human,1625,
286,18424787,No," Seung Hwan Han, Amir Lerman",Sex differences in atheroma burden and endothelial function in patients with early coronary atherosclerosis.,European heart journal,2008 Jun,Pathophysiology,Human,142,
287,18756882,No," Lina Miri?, Marina Titli?",Specific and gender differences between hospitalized and out of hospital mortality due to myocardial infarction.,Collegium antropologicum,2008 Jun,Outcomes,Human,3434,
288,17980668,No," Rose-Marie Isaksson, Mats Eliasson",Time trends in symptoms and prehospital delay time in women vs. men with myocardial infarction over a 15-year period. The Northern Sweden MONICA Study.,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,2008 Jun,Management,Human,6542,
289,18626832,No," Agnieszka Nowakowska-Arendt, Jacek Kubica",Gender differences and in-hospital mortality in patients undergoing percutaneous coronary interventions.,Kardiologia polska,2008 Jun,Clinical,Human,1000,
290,18487282,No," Sophie Domingues-Montanari, Mariano Sentí",Association between ESR2 genetic variants and risk of myocardial infarction.,Clinical chemistry,2008 Jul,Pathophysiology,Human,3089,
291,18547371,No," Mona Løvlien, Torstein Hole","Myocardial infarction: psychosocial aspects, gender differences and impact on pre-hospital delay.",Journal of advanced nursing,2008 Jul,Epidemiology,Human,738,
292,18538296,No," Victor Novack, Avi Porath",Reduction in sex-based mortality difference with implementation of new cardiology guidelines.,The American journal of medicine,2008 Jul,Management,Human,20206,
293,18635487,No," Michael M Vigoda,",The use of an anesthesia information system to identify and trend gender disparities in outpatient medical management of patients with coronary artery disease.,Anesthesia and analgesia,2008 Jul,Management,Human,21039,
294,18178404,No," Anne B Newman,","Coronary artery calcium, carotid artery wall thickness, and cardiovascular disease outcomes in adults 70 to 99 years old.",The American journal of cardiology,2008 Jan 15,Outcomes,Human,559,
295,18399391,No, Ray Higginson,Women's help-seeking behaviour at the onset of myocardial infarction.,British journal of nursing (Mark Allen Publishing),2008 Jan 10-23,Epidemiology,Human,25,
296,17540684,No," S DeWilde, D G Cook",Trends in secondary prevention of ischaemic heart disease in the UK 1994 2005: use of individual and combination treatment.,Heart (British Cardiac Society),2008 Jan,Management,Human,51000,
297,19102951,No," Yu Liu, Zong-Sheng Guo",Gender differences in efficacy of primary percutaneous coronary intervention in patients with ST-elevation myocardial infarction.,Chinese medical journal,2008 Dec 5,Outcomes,Human,259,
298,18222551,No," Mady Moriel, Shmuel Gottlieb",Contemporary treatment and adherence to guidelines in women and men with acute coronary syndromes.,International journal of cardiology,2008 Dec 17,Management,Human,2024,
299,19064680,No," Hani Jneid,Collective=Get With the Guidelines Steering Committee and Investigators",Sex differences in medical care and early death after acute myocardial infarction.,Circulation,2008 Dec 16,Outcomes,Human,78254,
300,19027601,No," Masaharu Ishihara, Hiroki Ikenaga",Trends in gender difference in mortality after acute myocardial infarction.,Journal of cardiology,2008 Dec,Outcomes,Human,1984,
301,18450842,No," A Norhammar,Collective=Register of Information and Knowledge about Swedish Heart Intensive Care Admission (RIKS-HIA)",Women younger than 65 years with diabetes mellitus are a high-risk group after myocardial infarction: a report from the Swedish Register of Information and Knowledge about Swedish Heart Intensive Care Admission (RIKS-HIA).,Heart (British Cardiac Society),2008 Dec,Epidemiology,Human,25555,
302,18550865,No," Krystyna M Shioura, Paul H Goldspink",Sex-related changes in cardiac function following myocardial infarction in mice.,"American journal of physiology. Regulatory, integrative and comparative physiology",2008 Aug,Pathophysiology,Mouse,na,
303,18636169,No," Wibke Reinhard,",Common polymorphisms in the cannabinoid CB2 receptor gene (CNR2) are not associated with myocardial infarction and cardiovascular risk factors.,International journal of molecular medicine,2008 Aug,Pathophysiology,Human,1968,
304,18164018,No," Christos Pitsavos,",Prevalence and determinants of coronary artery disease in males and females with familial combined hyperlipidaemia.,Atherosclerosis,2008 Aug,Epidemiology,Human,867,
305,18334475,No," Sonia S Anand,Collective=INTERHEART Investigators",Risk factors for myocardial infarction in women and men: insights from the INTERHEART study.,European heart journal,2008 Apr,Epidemiology,Human,27098,
306,18655697,No," Dan Lundblad, Mats Eliasson",Gender differences in trends of acute myocardial infarction events: the Northern Sweden MONICA study 1985 - 2004.,BMC cardiovascular disorders,2008,Outcomes,Human,11763,
307,18664293,No," Margaret E Loughnan, Nigel J Tapper","Demographic, seasonal, and spatial differences in acute myocardial infarction admissions to hospital in Melbourne Australia.",International journal of health geographics,2008,Epidemiology,Human,na,
308,18619693,No,"Herlitz J, ",Treatment and outcome in acute myocardial infarction in a community in relation to gender.,International journal of cardiology,2008,Management,Human,1423,
309,19101209,No,"Arnetz JE, Arnetz BB",Gender differences in patient perceptions of involvement in myocardial infarction care.,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,2008,Management,Human,na,
310,19432193,No," S V Ivanov,",Redusome hypothesis of aging: cardioepidemiology,Advances in gerontology ,2008,Epidemiology,Human,5223,
311,19077270,No," Lene Rosendahl,",Late gadolinium uptake demonstrated with magnetic resonance in patients where automated PERFIT analysis of myocardial SPECT suggests irreversible perfusion defect.,BMC medical imaging,2008,Clinical,Human,na,
312,24773969,No," Blanca Novella Affiliation=Centro de Salud PotosÃ­, Ãrea de Salud II, Agencia LaÃ­n Entralgo, ConsejerÃ­a de Salud, Madrid, Spain.,",Ten-year incidence of fatal and non-fatal myocardial infarction in the elderly population of madrid.,Revista espaÃ±ola de cardiologÃ­a (English ed.),2008,EPI,Human,1297,
313,17846331,No," Harold L Lazar,Collective=TP10 Cardiac Surgery Study Group",Beneficial effects of complement inhibition with soluble complement receptor 1 (TP10) during cardiac surgery: is there a gender difference?,Circulation,2007 Sep 11,Management,Human,297,
314,17700212,No," Fabiola B Sozzi, Pier M Mannucci",Myocardial infarction in the young: a sex-based comparison.,Coronary artery disease,2007 Sep,Epidemiology,Human,1646,
315,16970953,No," Sunao Kojima, Hisao Ogawa",Future adverse cardiac events can be predicted by persistently low plasma adiponectin concentrations in men and marked reductions of adiponectin in women after acute myocardial infarction.,Atherosclerosis,2007 Sep,Pathophysiology,Human,156,
316,18022590,No," Fangfei Wang, Xiao-Ping Yang",Augmented healing process in female mice with acute myocardial infarction.,Gender medicine : official journal of the Partnership for Gender-Specific Medicine at Columbia University,2007 Sep,Pathophysiology,Mouse,na,
317,17910384,No," Christa Meisinger,",Sleep duration and sleep complaints and risk of myocardial infarction in middle-aged men and women from the general population: the MONICA/KORA Augsburg cohort study.,Sleep,2007 Sep,Epidemiology,Human,6896,
318,17786088,No," Yoshimi Fukuoka, Cho-Ja Kim",Is severity of chest pain a cue for women and men to recognize acute myocardial infarction symptoms as cardiac in origin?,Progress in cardiovascular nursing,2007 Season=Summer,Clinical,Human,1059,
319,17603424,Yes," Jennifer A Tremmel, Alan C Yeung",Ischemic heart disease in women: an appropriate time to discriminate.,Reviews in cardiovascular medicine,2007 Season=Spring,Review,Human,na,
320,17682349,No," Angela D Banks, Kathleen Dracup",Are there gender differences in the reasons why African Americans delay in seeking medical help for symptoms of an acute myocardial infarction?,Ethnicity & disease,2007 Season=Spring,Epidemiology,Human,61,
321,17982303,No," Mohammad Reza Mahmoodi, Seyed Masud Kimiagar",Sex differences in myocardial infarction events between patients with and without conventional risk factors: the Modares Heart Study.,The American heart hospital journal,2007 Season=Fall,Epidemiology,Human,594,
322,17911496,No," Lesley H Curtis, Kevin A Schulman",Sex differences in the use of implantable cardioverter-defibrillators for primary and secondary prevention of sudden cardiac death.,JAMA : the journal of the American Medical Association,2007 Oct 3,Management,Human,136421,
323,18431888,No," Boonchu Srichaiveth, Pattanapong Insamian",Impact of gender on treatment and clinical outcomes in acute ST elevation myocardial infarction patients in Thailand.,Journal of the Medical Association of Thailand ,2007 Oct,Management,Human,3836,
324,17689559,No," Lu Fang, Xiao-Jun Du","Differences in inflammation, MMP activation and collagen damage account for gender difference in murine cardiac rupture following myocardial infarction.",Journal of molecular and cellular cardiology,2007 Nov,Pathophysiology,Mouse,na,
325,17085528,No," Joakim Alfredsson, Eva Swahn",Gender differences in management and outcome in non-ST-elevation acute coronary syndrome.,Heart (British Cardiac Society),2007 Nov,Management,Human,53781,
326,17456544,No," Michael P Dorsch, Susan S Smyth",Aspirin resistance in patients with stable coronary artery disease with and without a history of myocardial infarction.,The Annals of pharmacotherapy,2007 May,Pathophysiology,Human,100,
327,17117187,No," W Rathmann, G Giani",Differential association of adiponectin with cardiovascular risk markers in men and women? The KORA survey 2000.,International journal of obesity (2005),2007 May,Pathophysiology,Human,1354,
328,17355737,Yes," Krista M Dale,",Impact of gender on statin efficacy.,Current medical research and opinion,2007 Mar,Review,Human,na,
329,17585947,No," Vipin V Dhote,",Gender specific effect of progesterone on myocardial ischemia/reperfusion injury in rats.,Life sciences,2007 Jun 27,Pathophysiology,Rat,na,
330,17541128,No," V S Srinivas, E Scott Monrad",Persistent sex difference in hospital outcome following percutaneous coronary intervention: results from the New York State reporting system.,The Journal of invasive cardiology,2007 Jun,Management,Human,13723,
331,16843729,No," Colleen M Norris, Louise Pilote",Depression symptoms have a greater impact on the 1-year health-related quality of life outcomes of women post-myocardial infarction compared to men.,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,2007 Jun,Outcomes,Human,486,
332,17324100,No," Linda S Garavalia, John A Spertus",Does health status differ between men and women in early recovery after myocardial infarction?,Journal of women's health (2002),2007 Jan-Feb,Outcomes,Human,2096,
333,17261830,No," Igor Karp, Louise Pilote",Sex differences in the effectiveness of statins after myocardial infarction.,CMAJ : Canadian Medical Association journal ,2007 Jan 30,Management,Human,38543,
334,17197405,No," Marcelo Kreiner, Annika Isberg",Craniofacial pain as the sole symptom of cardiac ischemia: a prospective multicenter study.,Journal of the American Dental Association (1939),2007 Jan,Clinical,Human,186,
335,17309933,No," Carine Milcent, Philippe Gabriel Steg",Gender differences in hospital mortality and use of percutaneous coronary intervention in acute myocardial infarction: microsimulation analysis of the 1999 nationwide French hospitals database.,Circulation,2007 Feb 20,Management,Human,74389,
336,17301625,No," Ole Steen Mortensen,Collective=DANAMI-2 Study Group",Gender differences in health-related quality of life following ST-elevation myocardial infarction: women and men do not benefit from primary percutaneous coronary intervention to the same degree.,"European journal of cardiovascular prevention and rehabilitation : official journal of the European Society of Cardiology, Working Groups on Epidemiology & Prevention and Cardiac Rehabilitation and Exercise Physiology",2007 Feb,Outcomes,Human,1351,
337,17452019,No," M Løvlien, T Hole","Prehospital delay, contributing aspects and responses to symptoms among Norwegian women and men with first time acute myocardial infarction.",European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,2007 Dec,Epidemiology,Human,738,
338,17965983,No," Erik BÃ¸g-Hansen,",Predictors of acute myocardial infarction mortality in hypertensive patients treated in primary care: a population-based follow-up study in the Skaraborg Project.,Scandinavian journal of primary health care,2007 Dec,Epidemiology,Human,894,
339,16843548,No," Antonio Reina,Collective=PRIAMHO II Investigators",Gender differences in management and outcome of patients with acute myocardial infarction.,International journal of cardiology,2007 Apr 4,Management,Human,6209,
340,17409598,No," Yoshihisa Hirakawa, Kazumasa Uemura",Impact of gender on in-hospital mortality of patients with acute myocardial infarction undergoing percutaneous coronary intervention: an evaluation of the TAMIS-II data.,"Internal medicine (Tokyo, Japan)",2007,Management,Human,566,
341,17453538,No," Yuval Konstantino, Moti Haim",Gender differences in mortality after acute myocardial infarction with mild to moderate heart failure.,Acute cardiac care,2007,Outcomes,Human,3456,
342,17366083,No," Rickard Ljung,",Misclassification of occupation-based socioeconomic position and gender comparisons of socioeconomic risk.,Scandinavian journal of public health,2007,Epidemiology,Human,4065,
343,16882677,No," Vernon V S Bonarjee,Collective=OPTIMAAL study group",Sex-based short- and long-term survival in patients following complicated myocardial infarction.,European heart journal,2006 Sep,Epidemiology,Human,5477,
344,16923428,No," Jianxun Cui, Ya-Gang Xie",Thrombospondin-4 1186G>C (A387P) is a sex-dependent risk factor for myocardial infarction: a large replication study with increased sample size from the same population.,American heart journal,2006 Sep,Pathophysiology,Human,2046,
345,16522964,No," Mona Løvlien, Eva Gjengedal",Are there gender differences related to symptoms of acute myocardial infarction? A Norwegian perspective.,Progress in cardiovascular nursing,2006 Season=Winter,Clinical,Human,82,
346,17338490,No," James Gerard Caillier,","Race, gender, and cardiovascular disease: do disparities exist at hospitals that serve majority black populations when patients present with ischemic heart disease and myocardial infarction?",Journal of cultural diversity,2006 Season=Winter,Epidemiology,Human,na,
347,17027558,No," Huiberdina L Koek, Michiel L Bots",Short- and long-term prognosis after acute myocardial infarction in men versus women.,The American journal of cardiology,2006 Oct 15,Outcomes,Human,21565,
348,17143022,No," Damir Fabijanic, Zoran Vucinovic",Gender differences in in-hospital mortality and mechanisms of death after the first acute myocardial infarction.,Annals of Saudi medicine,2006 Nov-Dec,Outcomes,Human,3382,
349,17053263,Yes, Anne G Rosenfeld,State of the heart: building science to improve women's cardiovascular health.,"American journal of critical care : an official publication, American Association of Critical-Care Nurses",2006 Nov,Review,Human,na,
350,16876238,No," Cornelia H M van Jaarsveld,",Gender-specific risk factors for mortality associated with incident coronary heart disease--a prospective community-based study.,Preventive medicine,2006 Nov,Epidemiology,Human,472,
351,16636482,No," Hiroaki Kawano,Collective=Japanese Acute Coronary Syndrome Study (JACSS) Investigators",Sex differences of risk factors for acute myocardial infarction in Japanese patients.,Circulation journal : official journal of the Japanese Circulation Society,2006 May,Epidemiology,Human,4204,
352,16361364,No," Maria A Cavasin, Xiao-Ping Yang","Testosterone enhances early cardiac remodeling after myocardial infarction, causing rupture and degrading cardiac function.",American journal of physiology. Heart and circulatory physiology,2006 May,Pathophysiology,Human,na,
353,16644331,No," Matthews Chacko, Eric J Topol",Ischemic and bleeding outcomes in women treated with bivalirudin during percutaneous coronary intervention: a subgroup analysis of the Randomized Evaluation in PCI Linking Angiomax to Reduced Clinical Events (REPLACE)-2 trial.,American heart journal,2006 May,Management,Human,na,
354,16611670,No," Christa Meisinger,",Chronic kidney disease and risk of incident myocardial infarction and all-cause and cardiovascular disease mortality in middle-aged men and women from the general population.,European heart journal,2006 May,Epidemiology,Human,7534,
355,24776315,Yes," Rosa A HernÃ¡ndez AntolÃ­n Affiliation=Unidad de HemodinÃ¡mica, Servicio de Cardiologia, Instituto Cardiovascular, Hospital ClÃ­nico San Carlos, Madrid, Spain.,",Effect of sex on revascularization strategy.,Revista espaÃ±ola de cardiologÃ­a (English ed.),2006 May,REVIEW,Human,na,
356,16638521,No," Rosaly Correa-de-Araujo, Kelly McDermott",Gender differences across racial and ethnic groups in the quality of care for acute myocardial infarction and heart failure associated with comorbidities.,Women's health issues : official publication of the Jacobs Institute of Women's Health,2006 Mar-Apr,Management,Human,na,
357,16501282,No," Masami Kosuge,Collective=Japanese Acute Coronary Syndrome Study (JACSS) Investigators",Sex differences in early mortality of patients undergoing primary stenting for acute myocardial infarction.,Circulation journal : official journal of the Japanese Circulation Society,2006 Mar,Outcomes,Human,2981,
358,16474234,No," Charles A Henrikson, Nisha Chandra-Strobos",Female sex: a protective role in suspected myocardial ischemia.,Coronary artery disease,2006 Mar,Clinical,Human,439,
359,16607048,No," Yoshihisa Hirakawa, Kazumasa Uemura",Age differences in the delivery of cardiac management to women versus men with acute myocardial infarction: an evaluation of the TAMIS-II data.,International heart journal,2006 Mar,Management,Human,3217,
360,16765121,No," Jing Fang, Michael H Alderman",Gender differences of revascularization in patients with acute myocardial infarction.,The American journal of cardiology,2006 Jun 15,Management,Human,93978,
